,filename,CE_g,CE_by,CE_rg,SC_g,SC_by,SC_rg,animal,name_length,BG,B_norm,condition
3240,im_4456.jpg,0.001558234,0.00019240400000000002,0.000269625,0.49548249899999997,0.33942752600000003,0.631927546,0.0,13,0.407259511,0.11321758,LOW_NA
3333,im_454.jpg,4.9e-05,5.4000000000000005e-05,0.000964079,0.5195965570000001,0.536302583,1.382366644,0.0,12,0.40726967299999994,0.007078013,
2241,im_3377.jpg,0.001089136,7.329999999999999e-05,0.00021952200000000002,0.44968534600000004,0.42061170700000006,0.583936232,1.0,13,0.40771985299999997,0.105008354,LOW_A
1256,im_231.jpg,1.27e-05,0.000244793,0.000268685,0.611439329,0.800346708,1.214165673,1.0,12,0.407882177,0.026634627,LOW_A
784,im_1705.jpg,0.000145089,0.000355475,0.00011870799999999999,0.515931144,0.315257597,0.504272002,0.0,13,0.408279399,0.011039647,
1926,im_3093.jpg,9.51e-05,0.000128549,6.86e-05,0.364611928,0.28898452399999996,0.631435723,1.0,13,0.40891407,0.00783641,
3605,im_4785.jpg,0.0010334139999999999,0.00019664099999999998,0.00011977299999999999,0.6324127039999999,0.391385766,0.644309417,0.0,13,0.40927602700000004,0.059900934,
4299,im_559.jpg,0.0014469539999999999,0.002590214,0.001570384,0.555835702,0.562672663,0.584513666,0.0,12,0.409630884,0.12885965900000002,LOW_NA
5970,im_7453.jpg,0.00168737,0.002610505,0.002353631,0.5707631360000001,0.502730867,0.513431025,0.0,13,0.409889799,0.182337649,
6935,im_8551.jpg,2.38e-06,4.13e-06,6.18e-05,0.511101616,0.192666671,1.124119028,0.0,13,0.410194159,0.00020699799999999999,
2963,im_4206.jpg,0.001364626,0.000302154,0.000563851,0.462677546,0.316312782,0.69368822,0.0,13,0.410340336,0.120593596,LOW_NA
230,im_1206.jpg,0.001090609,0.000267304,0.0004929930000000001,0.485898052,0.320781725,0.496599611,1.0,13,0.410399791,0.070338432,LOW_A
747,im_1672.jpg,0.000486968,0.00015552399999999998,0.00192257,0.569821464,0.369931706,0.508768817,0.0,13,0.410421515,0.029308496,LOW_NA
4877,im_629.jpg,0.00031366,0.000241011,0.000319426,0.623332759,0.637535501,0.953656,0.0,12,0.410436955,0.049492043,
5953,im_7438.jpg,9.76e-06,0.000232275,0.000207351,0.506305301,0.6419013729999999,0.760339975,0.0,13,0.411301729,0.023229662999999998,
6771,im_8389.jpg,0.000536417,0.00079731,0.001189863,0.603665031,0.646845462,0.8810990940000001,1.0,13,0.412050727,0.11747904,LOW_A
3497,im_4688.jpg,0.001085297,0.000711395,0.000179043,0.601382864,0.32292556,0.577570622,0.0,13,0.412126803,0.124172416,
3909,im_5238.jpg,0.003016135,8.18e-05,0.000283396,0.457217482,0.29943683600000004,0.6525714429999999,0.0,13,0.41216456100000004,0.177598565,
3329,im_4536.jpg,0.0008334839999999999,0.00016774299999999998,0.0001916,0.513739607,0.33875444899999996,0.565354745,0.0,13,0.412732274,0.050691992000000005,
1956,im_312.jpg,0.001898218,0.0014898,0.000937809,0.392590846,0.5323656920000001,0.617653592,1.0,12,0.413019113,0.160152198,LOW_A
1385,im_2426.jpg,0.000506976,0.000193047,0.00018666,0.445447043,0.265355247,0.7853789659999999,1.0,13,0.413905478,0.046324370999999996,LOW_A
6057,im_7531.jpg,0.00211737,0.001280598,0.002306979,0.759074182,0.329362733,0.42239967,0.0,13,0.413910037,0.12670206,LOW_NA
3426,im_4623.jpg,0.000136677,8.65e-05,5.85e-05,0.540674758,0.34424293100000003,0.8401469890000001,0.0,13,0.41460902200000005,0.010288353,
5235,im_6611.jpg,0.000670838,0.001538635,0.0030466070000000002,0.649775648,0.451448599,0.458536946,0.0,13,0.414798285,0.06960465099999999,
5234,im_6610.jpg,0.000670838,0.001538635,0.0030466070000000002,0.649775648,0.451448599,0.458536946,0.0,13,0.414798285,0.06960465099999999,LOW_NA
4318,im_5606.jpg,0.00037124699999999995,0.001030547,0.0005091280000000001,0.107822255,0.349786231,0.33297468399999997,1.0,13,0.41489122100000003,0.021731188,LOW_A
4085,im_5397.jpg,0.000576679,0.000621926,0.001449145,0.60130737,0.40738794,0.461672556,0.0,13,0.41500281200000005,0.047887105,LOW_NA
3451,im_4646.jpg,0.0007825239999999999,0.000222791,0.000265379,0.513492508,0.29601217,0.657409079,0.0,13,0.41543686399999996,0.083034941,
2832,im_4089.jpg,0.002032265,0.000385275,0.0007145939999999999,0.5260436310000001,0.449693812,0.619510618,0.0,13,0.415454238,0.144068168,
1816,im_294.jpg,0.001959594,0.001479412,0.000958804,0.664214682,0.7995624379999999,0.78760888,1.0,12,0.415957915,0.19594599899999998,
5725,im_7232.jpg,0.0014077010000000001,0.000266576,0.000310415,0.597765027,0.5243371179999999,0.938261042,0.0,13,0.415983434,0.090676105,
3144,im_437.jpg,0.00157804,0.000427494,0.000412315,0.37124788700000005,0.354121175,0.631534441,0.0,12,0.41640004399999997,0.1700958,LOW_NA
3549,im_4734.jpg,0.000145157,0.000101611,0.000118865,0.549507531,0.395799006,0.520963094,0.0,13,0.41683936299999996,0.012559213999999999,
6531,im_8151.jpg,0.001107203,5.17e-05,7.55e-05,0.554895304,0.302207889,0.5793593810000001,0.0,13,0.417132791,0.11219964,LOW_NA
356,im_132.jpg,0.00108362,0.00030663,0.000230062,0.524372088,0.468200469,0.730874013,1.0,12,0.41724821700000003,0.133355065,LOW_A
3349,im_4554.jpg,0.000366228,0.000360992,0.000369381,0.570125096,0.445163473,0.7836943270000001,0.0,13,0.417249682,0.01930061,LOW_NA
6299,im_775.jpg,0.001305547,0.001476836,0.001052589,0.630883943,0.419189373,0.7014738559999999,0.0,12,0.41762348299999996,0.11716720300000001,
4258,im_5552.jpg,0.000965169,0.000420898,0.000387804,0.593544018,0.500734253,0.8538238909999999,1.0,13,0.418803873,0.10574700599999999,LOW_A
3438,im_4634.jpg,0.002108348,0.000635853,0.0008975410000000001,0.684460181,0.447877316,0.730334716,0.0,13,0.41909347399999997,0.180036027,
1622,im_264.jpg,0.0032312779999999998,0.001520026,0.00088536,0.368959583,0.478451195,0.503460448,1.0,12,0.419407176,0.23546898100000002,
5631,im_7148.jpg,0.001023829,0.000511772,0.0005295780000000001,0.49657703700000005,0.270527439,0.7817657840000001,0.0,13,0.41991094799999995,0.047098699,
661,im_1595.jpg,0.0016018439999999998,0.0005323109999999999,0.001259668,0.67651787,0.5340849329999999,0.6361436979999999,0.0,13,0.42020458,0.157494646,
3357,im_4561.jpg,0.00035979199999999995,0.000421909,0.00042245,0.63972737,0.6061192479999999,0.8390225370000001,0.0,13,0.42037984,0.043367689,
2310,im_3439.jpg,0.00035737599999999996,0.002574374,0.00189587,0.597059328,0.410960366,0.671617738,1.0,13,0.42100621299999996,0.103041984,
1538,im_2564.jpg,0.000556964,5.6899999999999994e-05,0.000112803,0.5642742270000001,0.296351541,0.72175168,1.0,13,0.42120533200000004,0.056451865999999996,LOW_A
3703,im_5052.jpg,0.0018638539999999999,0.000414872,0.000853355,0.68442398,0.450316379,0.551956801,0.0,13,0.42187374299999997,0.11863291699999999,
4040,im_5356.jpg,0.0022135270000000003,0.000235756,0.001282273,0.637246679,0.41749422,0.58777539,0.0,13,0.422029224,0.15302565099999998,
2971,im_4213.jpg,0.000545364,0.00222315,0.001863391,0.610557563,0.275219738,0.698139724,0.0,13,0.42248836,0.0476077,LOW_NA
1114,im_2182.jpg,0.0009134839999999999,8.109999999999999e-05,0.000256968,0.512257679,0.252826075,0.732844365,1.0,13,0.422680802,0.048618096,LOW_A
131,im_1117.jpg,0.000161316,0.00020433099999999998,0.000448117,0.442776447,0.474977893,0.6894804529999999,1.0,13,0.422864171,0.031517922000000004,LOW_A
3429,im_4626.jpg,0.000388915,0.000496693,0.000857363,0.76304572,0.34881596200000003,0.450698465,0.0,13,0.422956754,0.021374225,LOW_NA
1814,im_292.jpg,0.001085807,0.000773406,0.0010156,0.68977119,0.495023885,0.8642573020000001,1.0,12,0.423279852,0.063015401,
4346,im_5631.jpg,0.001916793,0.0008743010000000001,0.000294837,0.668923744,0.47209557,0.701790122,1.0,13,0.42351077200000004,0.07802140099999999,
3622,im_480.jpg,0.000614713,0.00012150299999999999,0.00011805299999999999,0.378891731,0.342596048,0.626664956,0.0,12,0.42367578100000003,0.053188324,LOW_NA
3516,im_4704.jpg,0.000976982,0.000741812,0.000440009,0.56501753,0.45955243700000004,0.9094705259999999,0.0,13,0.423961755,0.11984729599999999,
5208,im_6588.jpg,5.539999999999999e-05,0.00014555200000000002,0.001275515,0.458970993,0.298472528,0.47620482299999994,0.0,13,0.424021618,0.006920694,
4564,im_6007.jpg,0.0006796660000000001,0.00047357,0.0007927580000000001,0.537758295,0.34524358,0.604806325,0.0,13,0.42429279999999997,0.049213327,LOW_NA
3423,im_4620.jpg,0.001621031,0.000336751,0.000283998,0.54155669,0.320509348,0.627571931,0.0,13,0.425384644,0.131713881,
4468,im_5741.jpg,0.001512887,0.00044577,8.37e-05,0.630335054,0.683540997,0.793746097,1.0,13,0.425631572,0.177100755,LOW_A
317,im_1285.jpg,0.000886037,0.000568618,0.00048605699999999997,0.610924097,0.34510150100000003,0.726915054,1.0,13,0.425921912,0.080913401,
4280,im_5572.jpg,0.000978834,7.780000000000001e-05,0.000328367,0.530437205,0.29532017,0.961753115,1.0,13,0.425941615,0.050800017,LOW_A
1998,im_3158.jpg,0.002714573,0.00045109800000000004,0.0007105439999999999,0.432213539,0.267290474,0.504437769,1.0,13,0.426840547,0.185242391,
1363,im_2406.jpg,0.0021252370000000003,0.00021260599999999998,0.00019973200000000002,0.577370654,0.48986021700000004,0.8975786659999999,1.0,13,0.42696988399999997,0.17223209399999997,
6321,im_777.jpg,0.001269285,0.000544495,0.000647175,0.552679409,0.48475250299999995,0.682321795,0.0,12,0.42719521299999996,0.144284928,
1873,im_3045.jpg,0.000587898,0.000160264,9.350000000000001e-05,0.448004378,0.39785204,0.569666329,1.0,13,0.427290493,0.06929355400000001,
5439,im_6796.jpg,0.002192361,0.000669399,0.000549782,0.774353836,0.660503561,0.649450796,0.0,13,0.427290833,0.156259666,
5206,im_6586.jpg,0.000880811,0.000350282,0.00046751,0.609756498,0.49822525799999995,0.676060757,0.0,13,0.427317716,0.100852027,
1433,im_247.jpg,0.000969085,0.0014678360000000001,0.001384055,0.44847901799999995,0.675430493,0.77424853,1.0,12,0.427996931,0.20225565,
1990,im_3150.jpg,7.900000000000001e-05,3.6099999999999997e-05,0.00010232399999999999,0.556218039,0.269433372,0.805624082,1.0,13,0.42805213700000005,0.007590029,
4073,im_5386.jpg,0.000266847,0.000826648,0.000532176,0.772849047,0.751292098,0.8274963540000001,0.0,13,0.428439997,0.046631284,
330,im_1297.jpg,0.001104105,0.001511248,0.001028652,0.560949544,0.391556975,0.813748453,1.0,13,0.428543429,0.068319438,LOW_A
133,im_1119.jpg,0.000534369,6.26e-05,0.00017512299999999998,0.430001405,0.289058857,0.822833368,1.0,13,0.428633695,0.03152822,LOW_A
3367,im_4570.jpg,0.003153885,0.000464738,0.000458639,0.503958295,0.530240784,0.6101774529999999,0.0,13,0.428711222,0.208868215,
2757,im_4020.jpg,0.001358748,0.000134682,0.000742357,0.679943939,0.392100788,0.665682342,0.0,13,0.42891840299999995,0.097895754,LOW_NA
5150,im_6535.jpg,0.000571601,0.000449381,0.001757133,0.589544222,0.384134436,0.399505789,0.0,13,0.42961143399999996,0.036726501,LOW_NA
2866,im_4119.jpg,0.000563459,0.0017801129999999998,0.0021979820000000002,0.751400697,0.25738062,0.555721612,0.0,13,0.429638464,0.049451632,
547,im_1492.jpg,0.00022714599999999998,0.000150966,0.00036805400000000004,0.5324403870000001,0.35759775,0.553606784,0.0,13,0.430460305,0.009742239,
6388,im_8009.jpg,0.001007264,0.000504246,0.000997807,0.500603473,0.6478354820000001,1.051438984,1.0,13,0.430830625,0.092792316,LOW_A
794,im_1714.jpg,0.0013471720000000002,0.00040910400000000003,0.00025806,0.605147709,0.33963051899999996,0.603363365,0.0,13,0.431622205,0.11735237800000001,LOW_NA
6432,im_8053.jpg,0.0015773529999999999,0.000256759,0.00030517799999999997,0.649084558,0.447391699,0.759794007,1.0,13,0.431754705,0.11555713199999999,LOW_A
3068,im_4300.jpg,0.00030906200000000003,0.00047470300000000004,0.00047725400000000004,0.411311365,0.420425978,0.78716246,0.0,13,0.43264027,0.076673435,LOW_NA
3234,im_4450.jpg,0.00036809900000000004,2.52e-05,5.0900000000000004e-05,0.573668815,0.301449693,0.856142003,0.0,13,0.43305676299999996,0.019019854,LOW_NA
3363,im_4567.jpg,0.001672755,0.000796998,0.000593996,0.6935160029999999,0.56851776,0.702155478,0.0,13,0.433078725,0.186446803,LOW_NA
