,filename,CE_g,CE_by,CE_rg,SC_g,SC_by,SC_rg,animal,name_length,BG,B_norm,condition
6537,im_8157.jpg,0.0033175659999999997,0.00033609199999999997,0.00026840400000000003,0.9112599090000001,0.69760364,1.039858187,0.0,13,0.7791507129999999,0.561003448,
4515,im_5784.jpg,0.0021465810000000003,0.000125307,0.00019192099999999998,1.23501433,0.747289057,1.02592336,1.0,13,0.779388724,0.274917665,
1516,im_2544.jpg,0.0034132579999999997,0.000320846,0.000425856,0.671681237,0.479639648,0.972016647,1.0,13,0.7796950970000001,0.613440985,
3675,im_5027.jpg,0.00366871,0.00038834199999999996,0.000524831,0.959266809,0.6909607809999999,0.991619785,0.0,13,0.7797217209999999,0.533147171,
1025,im_2101.jpg,0.0023367279999999997,0.001408089,0.002048501,0.977180968,0.9416459509999999,0.8242860759999999,1.0,13,0.779815798,0.442378457,
2062,im_3215.jpg,0.002342846,0.000656609,0.000575213,1.0654541290000001,0.98118533,1.303560894,1.0,13,0.7799183959999999,0.37522926799999995,
4777,im_62.jpg,0.004602231,0.00037280099999999997,0.000361706,0.519842012,0.316298023,0.61229805,1.0,11,0.779928477,0.651962618,
6668,im_8287.jpg,0.0055724,0.001503735,0.001246384,0.860752214,0.6128391089999999,0.810374445,0.0,13,0.7799458140000001,0.5776556420000001,
9,im_1007.jpg,0.0038328140000000004,0.00029148,0.00016790099999999998,0.7966531370000001,0.39257971700000005,0.8626333009999999,1.0,13,0.780236945,0.558207033,
2653,im_3748.jpg,0.002582275,0.000697127,0.000345657,0.907795219,0.736279065,1.057897537,1.0,13,0.780284765,0.457198172,
2234,im_3370.jpg,0.003204479,0.00040877199999999995,0.00040637199999999995,0.881428882,0.6103240910000001,0.916039568,1.0,13,0.78034448,0.566234141,
5137,im_6523.jpg,0.002941722,0.001234708,0.001079877,0.865352806,0.46825679600000003,0.647220297,0.0,13,0.78059851,0.5720414429999999,
2286,im_3417.jpg,0.003374017,0.0011252039999999999,0.000635604,0.654815219,0.788710358,0.8514086940000001,1.0,13,0.780637873,0.600613599,
1563,im_2587.jpg,0.003970852,0.000408777,0.0008873589999999999,0.6711288590000001,0.48686658299999996,0.843722999,1.0,13,0.7808803759999999,0.595968264,
6900,im_8516.jpg,0.000834945,0.000351015,0.00046055699999999995,1.226671946,1.043644697,1.424182129,0.0,13,0.7809029590000001,0.176190116,
638,im_1574.jpg,0.003954367,0.000471813,0.000529528,0.72114447,0.419393776,0.659794699,0.0,13,0.781165847,0.643630625,
2791,im_4051.jpg,0.0042054779999999995,0.000879565,0.001133184,0.8341184709999999,0.524339111,0.687207428,0.0,13,0.7812282540000001,0.563928534,
6994,im_8609.jpg,0.001767701,0.000174535,0.000337519,1.3010369720000001,0.749860722,1.599892654,0.0,13,0.781262087,0.280285497,
1645,im_2660.jpg,0.003415757,0.000325947,0.00039283,1.0875912490000001,0.71004895,0.987605211,1.0,13,0.781319654,0.495905673,
2285,im_3416.jpg,0.004170071,0.001131602,0.001402918,0.791535643,0.423021706,0.5632739929999999,1.0,13,0.7816449240000001,0.617902784,
6133,im_760.jpg,0.002233929,0.001050639,0.000933945,1.010534887,0.977012696,1.092156578,0.0,12,0.781794542,0.38876220100000003,
2388,im_3509.jpg,0.0030792640000000004,0.000814452,0.0007858580000000001,0.6682582429999999,0.59332237,1.014228436,1.0,13,0.782016252,0.5390868910000001,
3268,im_4481.jpg,0.0016507610000000002,0.001191882,0.000607901,0.739764711,0.6510840920000001,1.053530841,0.0,13,0.78204383,0.403855124,
6676,im_8295.jpg,0.0038115059999999997,0.000286998,0.000275067,0.8749711720000001,0.36332685200000003,0.673146641,1.0,13,0.7825467509999999,0.53638099,
1589,im_261.jpg,0.002429601,0.00042872099999999996,0.000281922,0.9848221909999999,0.6904513259999999,0.915237585,1.0,12,0.782550427,0.41793718399999996,
5996,im_7477.jpg,0.004046857,0.00027422,0.00041369199999999996,0.733026395,0.32158699,0.37691453799999997,0.0,13,0.7828656690000001,0.652208137,
3055,im_429.jpg,0.003581685,0.000577872,0.00051508,0.7003972940000001,0.590118038,0.852919882,0.0,12,0.782993904,0.634061714,
3661,im_5014.jpg,0.004224859,0.001451364,0.002194731,0.8206407170000001,0.49963346399999997,0.6688851929999999,0.0,13,0.783014476,0.55731708,
296,im_1266.jpg,0.003988556,0.000892878,0.000826563,0.695394108,0.414817201,0.63037264,1.0,13,0.783121918,0.622543199,
6786,im_8403.jpg,0.000831888,0.000331956,0.000644832,1.229687188,1.0026220670000001,1.845528455,0.0,13,0.7832692859999999,0.167944189,
6636,im_8255.jpg,0.003645728,0.0007881419999999999,0.00020543400000000003,0.64458204,0.60808652,0.8607160909999999,1.0,13,0.7833467829999999,0.630361264,
3715,im_5063.jpg,0.001615116,0.0008122339999999999,0.000868324,0.984500391,0.857213874,1.111312803,0.0,13,0.783528335,0.297096958,
99,im_1089.jpg,0.002854098,0.000322919,0.00047949,1.011565964,0.685110942,1.1337278179999999,1.0,13,0.783543668,0.440461163,
7010,im_8625.jpg,0.000563846,0.00038634199999999997,0.000476699,1.126579883,1.0228413090000001,1.634926839,0.0,13,0.783621129,0.139587909,
3666,im_5019.jpg,0.00413626,0.001221946,0.001155926,0.73492231,0.472867805,0.8568480709999999,0.0,13,0.783683364,0.609552738,
83,im_1074.jpg,0.002261553,0.00040633199999999997,0.00022559,1.033722181,0.81437122,1.185345314,1.0,13,0.783768893,0.37298911,
4709,im_6138.jpg,0.006083388,0.0005622569999999999,0.000873926,0.762206827,0.35356108700000005,0.6831528029999999,0.0,13,0.783994654,0.636649797,
3445,im_4640.jpg,0.002244912,0.0008543060000000001,0.000503005,1.039947812,1.212500367,1.248838766,0.0,13,0.7840968770000001,0.329029595,
3706,im_5055.jpg,0.003727766,0.000571206,0.000527877,0.855644968,0.547170644,0.816840425,0.0,13,0.7844022759999999,0.522124975,
1912,im_3080.jpg,0.003588284,0.000197622,0.000321122,0.885775442,0.47149301200000004,0.9051137579999999,1.0,13,0.784437765,0.5940456239999999,
6058,im_7532.jpg,0.00334338,0.000580509,0.00044626199999999995,1.0489817559999999,0.790893528,0.898265522,0.0,13,0.784997087,0.445721604,
4077,im_539.jpg,0.002527639,0.00042560000000000005,0.0005338809999999999,0.984052948,0.761647125,1.272073996,0.0,12,0.785208676,0.423865305,
2845,im_410.jpg,0.003846422,0.0005918669999999999,0.000542951,0.9234176059999999,0.511813957,0.7873678709999999,0.0,12,0.7854312809999999,0.629045454,
4979,im_6381.jpg,0.005109102,0.0016906120000000002,0.0036719290000000004,0.771348667,0.499129165,0.604824693,0.0,13,0.7855174,0.618379064,
5865,im_7359.jpg,0.003977542,0.00041658300000000005,0.000292785,0.9040226029999999,0.479439858,0.656707696,0.0,13,0.786084344,0.55156177,
1630,im_2647.jpg,0.004321043,0.0006594960000000001,0.00043777800000000005,0.966215608,0.720834247,0.9774883409999999,1.0,13,0.786858354,0.519366453,
5369,im_6732.jpg,0.003502072,0.0018222720000000002,0.002037826,0.666394136,0.522434072,0.618454473,0.0,13,0.7868759129999999,0.586861239,
2538,im_3644.jpg,0.002924808,0.001041572,0.000857262,1.011717043,0.8656939020000001,0.935851907,1.0,13,0.786962339,0.504992775,
4970,im_6373.jpg,0.0034018940000000004,0.0009142760000000001,0.0007280160000000001,0.863041908,0.6982328309999999,0.8255374940000001,0.0,13,0.787004933,0.522389284,
3354,im_4559.jpg,0.002658239,0.000818488,0.00103232,0.86213096,0.906923247,1.164768775,0.0,13,0.787389795,0.49014417299999996,
2231,im_3368.jpg,0.002722423,0.000263615,0.000294631,1.055694837,0.601794986,1.058157129,1.0,13,0.7876060859999999,0.435612734,
5609,im_7128.jpg,0.0026351029999999998,0.000335656,0.00020554299999999998,1.087752495,0.583582505,0.7682879359999999,0.0,13,0.787643564,0.381209256,
507,im_1456.jpg,0.003135973,0.000193516,0.000274655,0.9051073409999999,0.364687641,0.682063622,0.0,13,0.787668195,0.46563776700000004,
1196,im_2256.jpg,0.004209918,0.000537797,0.000810847,0.8144709379999999,0.575244665,0.596320751,1.0,13,0.787715688,0.56550552,
1735,im_2741.jpg,0.00354168,0.000926182,0.000983251,0.8581888459999999,0.628514441,0.960906644,1.0,13,0.787723284,0.56032731,
6360,im_784.jpg,0.002647463,0.000784674,0.000712673,0.9084753520000001,0.657020909,1.12274345,0.0,12,0.787794969,0.4539358,
7131,im_8745.jpg,0.001326396,0.000165207,0.000240755,1.307145178,0.7301951809999999,1.4541850459999999,0.0,13,0.7879307809999999,0.226374983,
6785,im_8402.jpg,0.001184847,0.0007482089999999999,0.00092196,1.107390623,0.953544057,1.064024796,0.0,13,0.7882604459999999,0.301987079,
4791,im_6211.jpg,0.005819724,0.00023988299999999998,0.000312559,0.9477619270000001,0.536811396,0.907182383,0.0,13,0.7885099170000001,0.573827656,
1107,im_2176.jpg,0.002937275,0.000778132,0.001095939,0.74430202,0.6801568459999999,0.79318243,1.0,13,0.788520778,0.55305004,
5440,im_6797.jpg,0.003234048,0.0008168380000000001,0.001623793,0.828788657,0.494406167,0.871341569,0.0,13,0.7885846879999999,0.516854049,
2495,im_3605.jpg,0.003032098,0.0006401919999999999,0.000608232,0.771154652,0.570673299,0.890658196,1.0,13,0.788790964,0.520518923,
2434,im_3550.jpg,0.003038051,0.000142537,0.00016783099999999999,1.018488005,0.415445302,0.7426430270000001,1.0,13,0.788799699,0.49875283299999995,
6275,im_7728.jpg,0.002467042,0.0019447020000000002,0.0011676289999999999,0.665119357,0.748423495,0.7653746220000001,0.0,13,0.7891728790000001,0.45624848799999995,
5726,im_7233.jpg,0.002413063,0.000895106,0.000645628,0.74777007,0.541691221,0.7832299890000001,0.0,13,0.7892742209999999,0.5029523810000001,
186,im_1167.jpg,0.0031919170000000003,0.000865265,0.001994101,0.9887312709999999,0.985997481,1.3507659269999999,1.0,13,0.789530223,0.48207432100000003,
1246,im_2300.jpg,0.00339656,0.001611067,0.001396273,0.7583723290000001,0.450011899,0.7212490029999999,1.0,13,0.78961459,0.609275962,
6540,im_8160.jpg,0.004678177,0.000102519,0.000308175,0.83749103,0.437767446,0.91229427,1.0,13,0.789646038,0.595817801,
5085,im_6477.jpg,0.0038972779999999997,0.001757801,0.0032385170000000002,0.796225445,0.5657564829999999,0.676254705,0.0,13,0.7896592240000001,0.607061257,
1237,im_2293.jpg,0.0033564709999999998,0.000112043,0.000217693,0.846326554,0.394369426,0.87768883,1.0,13,0.789760474,0.533747037,
2189,im_333.jpg,0.002577351,0.000157966,0.000268585,1.200869038,0.6335566970000001,1.111124058,1.0,12,0.789829817,0.369398829,
5933,im_742.jpg,0.001877435,0.000386546,0.000274964,1.221524543,0.715687795,1.029814627,0.0,12,0.7901057579999999,0.31390665100000004,
2708,im_3798.jpg,0.003270403,0.000273331,0.000490998,0.9524722040000001,0.688731475,1.00503271,1.0,13,0.790400647,0.489476653,
976,im_2058.jpg,0.003856613,0.0009714560000000001,0.0016407720000000002,0.8602037779999999,0.37297287700000004,0.605779872,1.0,13,0.790442819,0.630312103,
1270,im_2322.jpg,0.002842561,0.001019481,0.0010049,0.861349239,0.707168543,1.0123084390000001,1.0,13,0.790485885,0.503819741,
1174,im_2236.jpg,0.0029966190000000003,0.000405043,0.00039781699999999996,0.9250606440000001,0.570561812,0.782060254,1.0,13,0.790805797,0.493632995,
2478,im_3590.jpg,0.0036204659999999997,0.0008688039999999999,0.001112157,0.9794616340000001,0.9087967309999999,1.067187935,1.0,13,0.7915985409999999,0.48991650600000003,
1779,im_2781.jpg,0.0032728490000000004,0.0013184770000000002,0.002183243,0.7670319729999999,0.9173081409999999,1.1969094390000001,1.0,13,0.791668625,0.510341439,
257,im_1230.jpg,0.00331089,0.00041805,0.00092612,0.92538781,0.77117642,1.0337880879999999,1.0,13,0.7917630920000001,0.49052419,
2596,im_3697.jpg,0.00273239,0.000579044,0.0008007439999999999,0.9641919640000001,0.830588998,1.042333531,1.0,13,0.791847304,0.453743916,
4388,im_567.jpg,0.003990593,0.000545624,0.000326999,0.911434968,0.661627387,1.0282647390000001,0.0,12,0.792090045,0.502068031,
4235,im_5531.jpg,0.004111443,0.000165413,0.000291385,0.8700492609999999,0.488638332,0.650619924,1.0,13,0.792124607,0.54247767,
5422,im_6780.jpg,0.0037767829999999997,0.00021967,0.000985429,0.885011074,0.32695717399999996,0.472631319,0.0,13,0.792246077,0.532990317,
6662,im_8281.jpg,0.0030289279999999997,0.00046507300000000004,0.000641515,1.049905101,0.581618555,0.769865569,0.0,13,0.792249278,0.450049372,
4414,im_5693.jpg,0.004447293,0.000449077,0.000275165,0.924460605,0.656384477,1.076557765,1.0,13,0.7928954840000001,0.540650332,
4600,im_604.jpg,0.0028054490000000002,0.00022469099999999998,0.000531804,1.086453605,0.702124201,1.310053873,0.0,12,0.7930231670000001,0.472525721,
2966,im_4209.jpg,0.003411347,0.00027827799999999997,0.000867908,0.997814726,0.537707825,0.8637464220000001,0.0,13,0.7933476709999999,0.480476876,
3033,im_427.jpg,0.003518776,0.0012718,0.001402434,0.723094369,0.665896196,0.8434951829999999,0.0,12,0.793413053,0.542527144,
6734,im_8352.jpg,0.0039982740000000004,0.000526016,0.0007008860000000001,0.72172864,0.6001972010000001,0.810640568,0.0,13,0.793696906,0.623974189,
1135,im_2200.jpg,0.0031753420000000003,0.000491669,0.000619968,1.032429778,0.855060605,1.276210662,1.0,13,0.7938550879999999,0.415389215,
2127,im_3274.jpg,0.002303086,0.0007638930000000001,0.0011872830000000001,0.752039195,0.693500424,1.3837424219999999,1.0,13,0.7943106590000001,0.438962639,
2315,im_3443.jpg,0.003261219,0.000487517,0.001063183,0.915613757,0.82641754,0.839920745,1.0,13,0.7944450690000001,0.506241508,
4194,im_5495.jpg,0.003370303,0.0060150609999999995,0.001389791,0.572824928,0.524853039,0.644652194,1.0,13,0.7955512370000001,0.704481155,
6656,im_8275.jpg,0.0020392229999999997,0.00059013,0.00044296900000000003,0.9487691540000001,0.8187218359999999,1.2873511,1.0,13,0.795651496,0.358286538,
1842,im_3017.jpg,0.002472727,0.000664815,0.000709433,0.850565373,0.527839968,0.844880904,1.0,13,0.795898984,0.48257590200000006,
4526,im_5794.jpg,0.003891006,0.000729967,0.000965558,0.694144778,0.527785072,0.6311856020000001,1.0,13,0.795921549,0.621987246,
2420,im_3538.jpg,0.0024507929999999997,0.000628614,0.00037146699999999995,0.833090048,0.9673715620000001,1.0040623770000001,1.0,13,0.795958995,0.438210913,
4527,im_5795.jpg,0.002963665,0.000647777,0.000768272,0.895136817,0.831967795,1.038236165,1.0,13,0.796509982,0.5174958479999999,
4950,im_6355.jpg,0.004176396,0.00037156,0.000643905,0.7969012059999999,0.648178114,0.73091564,0.0,13,0.796593935,0.606787713,
3875,im_5207.jpg,0.004749374000000001,2.8100000000000002e-05,0.000311595,0.957280729,0.309761985,0.805038576,0.0,13,0.796726308,0.523405336,
702,im_1631.jpg,0.003518617,0.000916666,0.0027616140000000003,0.86840185,0.534117494,0.594403951,0.0,13,0.797404612,0.6144008000000001,
3299,im_4509.jpg,0.004097055,0.000940612,0.000646935,0.9180923000000001,0.34834301799999995,0.44520202799999997,0.0,13,0.7976979670000001,0.583754149,
2163,im_3306.jpg,0.0036316259999999998,0.000285333,0.000309338,0.6822297279999999,0.336262423,0.6261743710000001,1.0,13,0.797865945,0.620584156,
347,im_1311.jpg,0.004279761,0.000390085,0.000264637,0.704092853,0.355082096,0.89834947,1.0,13,0.7979871999999999,0.661454113,
1751,im_2756.jpg,0.00297278,0.000285242,0.00036884099999999996,1.03322979,0.6377443939999999,0.8071765409999999,1.0,13,0.79812415,0.480503852,
1408,im_2447.jpg,0.0036894370000000003,0.000945477,0.0006591889999999999,0.81005384,0.65438586,0.694398964,1.0,13,0.798134545,0.653523215,
5709,im_7218.jpg,0.004236527,0.0017307420000000002,0.0008685460000000001,0.733169868,0.552949745,0.8433585509999999,0.0,13,0.798287867,0.653643385,
2328,im_3455.jpg,0.00324212,0.000249707,0.000324209,0.845118154,0.41826556299999995,0.841554556,1.0,13,0.798315256,0.558819547,
7113,im_8727.jpg,0.0013858289999999999,0.000254737,0.000431686,1.291107281,0.981841092,1.707415664,0.0,13,0.7985635240000001,0.249175493,
1445,im_2480.jpg,0.0031307220000000003,0.000214731,0.000162214,0.9725560520000001,0.27069697800000003,0.9132192459999999,1.0,13,0.7990702,0.484120302,
3388,im_459.jpg,0.0025428779999999997,0.0006668619999999999,0.001292291,1.014526281,0.667503284,1.1427895000000001,0.0,12,0.799337159,0.48308539100000003,
6818,im_8435.jpg,0.00035980699999999997,0.00042019,0.000666393,1.134202835,1.302440367,2.069427991,0.0,13,0.799387895,0.11806156,
449,im_1403.jpg,0.005119055,0.000627713,0.000694517,0.751541659,0.476912751,0.741897577,0.0,13,0.799494484,0.646882331,
623,im_1560.jpg,0.0033051779999999998,0.000322935,0.00035060699999999996,0.9245320659999999,0.5509224079999999,0.889285312,0.0,13,0.7995921970000001,0.574137086,
3469,im_4662.jpg,0.0026557940000000004,0.00036291199999999996,0.000536679,1.0652919,0.8248816990000001,1.3091417570000001,0.0,13,0.7997887440000001,0.41399514299999995,
4093,im_5403.jpg,0.002833205,0.00027744900000000003,0.000279049,1.049728141,0.6877142629999999,1.0102830740000002,1.0,13,0.800019101,0.480355835,
674,im_1606.jpg,0.0047685620000000005,0.000797321,0.001268145,0.7963151140000001,0.415655294,0.550752076,0.0,13,0.800198457,0.602531595,
2822,im_408.jpg,0.0031066270000000003,0.001491599,0.000862915,0.98700052,0.674309512,0.772233306,0.0,12,0.80068026,0.526787007,
1686,im_2698.jpg,0.002444646,0.000183403,0.000362497,1.2577135320000001,0.904637714,1.078030138,1.0,13,0.8006827740000001,0.233072857,
5372,im_6735.jpg,0.002903123,0.002345218,0.0008867510000000001,0.735167545,0.571700883,0.64639365,0.0,13,0.8007735359999999,0.621012535,
96,im_1086.jpg,0.00411921,0.000305869,0.000230548,0.784089287,0.516520215,0.8711457509999999,1.0,13,0.800808517,0.583460153,
6421,im_8042.jpg,0.003191057,0.000472295,0.00043229699999999994,0.995538778,0.747965676,1.035469221,1.0,13,0.8009117929999999,0.519919916,
1342,im_2388.jpg,0.004261674,0.000619267,0.000614816,0.952571075,0.596793152,0.675722045,1.0,13,0.80115431,0.6020435670000001,
588,im_1529.jpg,0.004695022,0.001038431,0.001050867,0.751864987,0.519618228,0.9103421359999999,0.0,13,0.8015726870000001,0.635923177,
876,im_1789.jpg,0.00504308,9.01e-05,0.000863252,0.691137151,0.34671195299999996,0.6767132220000001,0.0,13,0.801597867,0.6786174690000001,
2269,im_3401.jpg,0.0036456759999999996,0.00039862800000000005,0.000515473,0.787428166,0.383767686,0.552306623,1.0,13,0.801863289,0.599411258,
7184,im_8798.jpg,0.0012302839999999999,0.00020041299999999998,0.000156402,1.317527868,0.869838002,1.3778284969999999,0.0,13,0.80190419,0.215498918,
55,im_1049.jpg,0.0034417840000000002,0.00075592,0.000664187,0.617306767,0.856095092,1.020715472,1.0,13,0.8019160320000001,0.596117132,
1120,im_2188.jpg,0.0030252609999999996,0.000510948,0.0006449790000000001,0.9036895490000001,0.681020548,1.016543884,1.0,13,0.8020606309999999,0.518187144,
5833,im_733.jpg,0.002090366,0.001198478,0.000836304,0.9102119740000001,0.967404858,0.8518564009999999,0.0,12,0.802969323,0.417338531,
213,im_1191.jpg,0.004329375,0.00034884900000000003,0.000340878,0.7113918690000001,0.507761624,0.8833286459999999,1.0,13,0.803076624,0.635301,
1939,im_3104.jpg,0.0023960270000000002,0.00071446,0.000872182,0.843763817,0.909497674,1.241088233,1.0,13,0.803176665,0.47828808100000003,
77,im_1069.jpg,0.002572647,0.00041204800000000004,0.000551512,1.122851982,0.876260659,1.132697471,1.0,13,0.803234773,0.399534912,
2099,im_3249.jpg,0.003073782,0.000440991,0.000265462,0.926686188,0.7029911179999999,1.070484939,1.0,13,0.80348957,0.515539462,
1459,im_2493.jpg,0.003418792,0.000983338,0.0008189030000000001,0.7682987920000001,0.430506774,0.7002337540000001,1.0,13,0.803671402,0.560200705,
3113,im_4341.jpg,0.004701373,0.001051321,0.0016488779999999999,0.839203266,0.96064271,0.94327212,0.0,13,0.8039192909999999,0.588362388,
6141,im_7607.jpg,0.006460822,0.001229417,0.001091832,0.548843881,0.651758615,0.8280357340000001,0.0,13,0.8039779859999999,0.6547962270000001,
561,im_1504.jpg,0.002669119,0.001281897,0.001752053,0.941471155,0.631091681,0.980757432,0.0,13,0.804659439,0.542224588,
1683,im_2695.jpg,0.0021068239999999998,0.001224128,0.000360095,0.601452865,0.5145503779999999,0.746564937,1.0,13,0.804767745,0.498328186,
1795,im_2796.jpg,0.00293911,0.000696213,0.001039758,0.9055806409999999,0.9534501740000001,1.157910597,1.0,13,0.8050260359999999,0.508501016,
5267,im_6640.jpg,0.00341382,0.00093314,0.0006191009999999999,0.6977042390000001,0.416703128,0.5940962710000001,0.0,13,0.805067196,0.629039516,
199,im_1179.jpg,0.00341212,0.000650977,0.0005741780000000001,0.749138202,0.65761581,0.8945812759999999,1.0,13,0.80525585,0.5890311779999999,
1366,im_2409.jpg,0.0030186970000000003,0.000414141,0.00033173699999999997,0.915072288,0.787874767,0.999867416,1.0,13,0.8054310020000001,0.536241564,
3637,im_493.jpg,0.0022493929999999997,0.0007394480000000001,0.000510313,1.053642669,1.2240378459999999,1.27207459,0.0,12,0.805690094,0.33827412100000004,
6641,im_8260.jpg,0.003634473,6.759999999999999e-05,0.00024324900000000002,0.9764391440000001,0.41474470700000005,1.031036137,0.0,13,0.8059335120000001,0.54763411,
3695,im_5045.jpg,0.002974169,0.000803483,0.00114148,0.940422437,0.44044775700000005,0.616929457,0.0,13,0.805946005,0.514526771,
2579,im_3681.jpg,0.003196459,0.00037195800000000003,0.00035523900000000003,0.962110363,0.622123998,0.931958407,1.0,13,0.806040775,0.513663246,
2493,im_3603.jpg,0.002914383,0.000579725,0.000523861,0.8113927740000001,1.054502101,1.273936485,1.0,13,0.8064022559999999,0.489055598,
6040,im_7516.jpg,0.0038994790000000004,0.00055658,0.000581265,0.855608597,0.60947313,0.9789373370000001,0.0,13,0.8069010790000001,0.585635882,
2,im_100.jpg,0.003487143,0.000554292,0.000498389,0.760691991,0.716697537,1.050755297,1.0,12,0.8070245629999999,0.56993806,
2424,im_3541.jpg,0.004342994,0.000314448,0.000510714,0.694487594,0.42881715200000003,0.8026401790000001,1.0,13,0.80702928,0.622048658,
3235,im_4451.jpg,0.003010826,0.0009132010000000001,0.000312112,0.9721957179999999,1.052646068,1.083858189,0.0,13,0.8071007609999999,0.48536992,
4640,im_6076.jpg,0.004555319,0.0016367999999999999,0.0014060729999999999,0.7657008670000001,0.631773009,1.031790209,0.0,13,0.807268447,0.639352531,
1569,im_2592.jpg,0.0037227909999999996,0.00032361200000000003,0.000283383,0.838149708,0.45150131299999996,0.869977173,1.0,13,0.807510512,0.569301635,MED_A
3016,im_4254.jpg,0.003644371,0.000477537,0.000642891,0.91110178,0.580987745,0.728255821,0.0,13,0.80788067,0.5887138679999999,
2668,im_3761.jpg,0.001694948,0.0007977819999999999,0.000683621,1.063791793,0.473402974,0.7456549640000001,1.0,13,0.807881715,0.31631193399999996,
4094,im_5404.jpg,0.0034760959999999997,0.000653166,0.00053333,0.764795852,0.344528751,0.842081073,1.0,13,0.807947312,0.597570513,
5649,im_7164.jpg,0.0035319920000000003,0.000671545,0.00041693300000000003,0.851686775,0.414326956,0.571571195,0.0,13,0.8080149659999999,0.58316128,
3315,im_4523.jpg,0.002572092,0.001280738,0.0004925940000000001,1.0214387329999999,1.002371522,0.890652812,0.0,13,0.808387036,0.433301218,
1761,im_2765.jpg,0.003252606,0.000384962,0.000145604,0.9598619420000001,0.60337757,0.936379175,1.0,13,0.80860328,0.551094388,
2336,im_3462.jpg,0.003469755,0.000587655,0.000510466,0.93314659,0.736476858,0.981190236,1.0,13,0.808705543,0.586805059,
1446,im_2481.jpg,0.005105804,0.0016430989999999999,0.00116507,0.47348114399999996,0.7313486220000001,0.569149502,1.0,13,0.808749504,0.7147047529999999,
3996,im_5316.jpg,0.004968547,0.000776015,0.00038475900000000003,0.929104975,0.322457704,0.777325602,0.0,13,0.808845574,0.570987746,MED_NA
2175,im_3317.jpg,0.003227585,0.00046159900000000004,0.000431422,0.91553308,0.538744341,0.854797997,1.0,13,0.80898793,0.5413112370000001,
3182,im_4403.jpg,0.0027551190000000003,0.0006336019999999999,0.000516772,0.807094286,0.649430656,1.0210588520000001,0.0,13,0.80905951,0.49986340799999995,
1877,im_3049.jpg,0.003154062,0.00032899599999999997,0.000385625,1.194570787,0.859873999,1.220827231,1.0,13,0.809088163,0.39700609299999995,
4394,im_5675.jpg,0.003375494,0.00069986,0.000600928,0.83582569,0.49566492100000004,0.798697192,1.0,13,0.809186147,0.561727463,
3258,im_4472.jpg,0.003716572,0.000132185,9.89e-05,0.9188688979999999,0.33694100899999996,0.78111105,0.0,13,0.8093226590000001,0.598962646,
4476,im_5749.jpg,0.00340934,0.000373189,0.000312385,0.9389781970000001,0.71314835,1.21676442,1.0,13,0.809359589,0.5549741020000001,
6964,im_8580.jpg,0.000882317,0.00091137,0.000406903,1.0632123759999998,1.216260122,1.441335051,0.0,13,0.809488564,0.238111077,
1664,im_2678.jpg,0.002731083,0.000407407,0.000558984,1.060992199,0.704106179,0.955159278,1.0,13,0.8096492359999999,0.447317275,
7076,im_8691.jpg,8.97e-05,0.000971891,0.002621899,0.73788154,1.32043264,1.84191709,0.0,13,0.8096636340000001,0.183105829,
2856,im_411.jpg,0.0032282459999999997,0.000615766,0.0005612869999999999,0.932400048,0.773267989,1.073297294,0.0,12,0.809864805,0.560726376,MED_NA
1861,im_3034.jpg,0.0036811559999999997,0.00035957599999999996,0.00032963199999999995,0.711193163,0.308539722,0.687124228,1.0,13,0.809904799,0.594291295,
2029,im_3186.jpg,0.00332184,0.001176296,0.000974347,0.705579829,0.614917846,0.806020209,1.0,13,0.8106670309999999,0.5846952089999999,
66,im_1059.jpg,0.0030132809999999996,0.000979228,0.0008315839999999999,1.014028712,1.04209846,1.140420156,1.0,13,0.810916117,0.415275456,
2676,im_3769.jpg,0.0037642659999999996,0.00030649,0.000177123,0.9578258690000001,0.631794593,0.8990336459999999,1.0,13,0.810939409,0.537461769,
7077,im_8692.jpg,0.00128691,0.000280075,0.000405584,1.30063677,0.9364184520000001,1.723630506,0.0,13,0.811257325,0.231324686,
2056,im_321.jpg,0.002732637,0.000640115,0.0007164739999999999,1.092765112,0.956734608,1.4930219409999999,1.0,12,0.8115195,0.456298576,
7121,im_8735.jpg,0.001389885,0.000177115,0.000296862,1.342632771,0.720681116,1.594579015,0.0,13,0.811529202,0.25035265,
2728,im_395.jpg,0.002702013,0.000581024,0.00042681699999999996,0.9197365809999999,0.858833053,1.1404643909999999,1.0,12,0.811737027,0.512936822,
1665,im_2679.jpg,0.003456677,0.000888882,0.000893829,0.6005058329999999,0.748125932,1.012080093,1.0,13,0.811793427,0.607433923,
7181,im_8795.jpg,0.0007084869999999999,0.000344546,0.00044921800000000003,1.280516848,0.7192961090000001,1.4519584580000002,0.0,13,0.811827613,0.163580736,
2071,im_3223.jpg,0.003131691,0.00022203900000000002,0.000432027,1.069469312,0.524549115,1.110167245,1.0,13,0.811877555,0.55990388,MED_A
366,im_1329.jpg,0.004589013,0.00043842699999999997,0.001207126,0.856678617,0.643471864,0.940476333,1.0,13,0.811954816,0.616097931,
5963,im_7447.jpg,0.0026269740000000002,0.000703798,0.000662232,0.952258761,0.71738206,0.976437705,0.0,13,0.8120036620000001,0.478255606,
3833,im_517.jpg,0.003326226,0.00021454700000000002,0.000138073,1.0076659909999999,0.532697689,1.0005391240000001,0.0,12,0.812386706,0.565268574,
