filename,SC_gray,SC_blue_yellow,SC_red_green,CE_gray,CE_blue_yellow,CE_red_green,BG_diag,B_norm
'im_1066.jpg',1.26626969,1.216879076,1.086008232,0.00753775,0.001539467,0.002868422,1.856018637,1.537054858
'im_1067.jpg',1.076746346,0.90565014,1.187056335,0.005343432,0.00096969,0.001307154,1.325085098,1.073793605
'im_1068.jpg',1.153780506,0.613370166,0.794104917,0.004972538,0.000839523,0.00067648,1.000105946,0.719188849
'im_1069.jpg',1.122851982,0.876260659,1.132697471,0.002572647,0.000412048,0.000551512,0.803234773,0.399534912
'im_107.jpg',0.896289505,0.637888034,0.969205738,0.002484411,0.000416042,0.000255699,0.708104822,0.362595799
'im_1070.jpg',0.751252133,0.737841913,1.004730429,0.004268416,0.000769303,0.000626019,0.912122362,0.723665802
'im_1071.jpg',1.108576795,1.045658668,0.978977818,0.004573278,0.00116266,0.001383343,1.11919332,0.783347749
'im_1072.jpg',1.034025487,0.496202753,0.890139009,0.003448352,0.000230917,0.000230691,0.834883993,0.550724067
'im_1073.jpg',0.969989285,0.486514615,0.858838771,0.002240653,0.00032091,0.000150536,0.669783766,0.30432094
'im_1074.jpg',1.033722181,0.81437122,1.185345314,0.002261553,0.000406332,0.00022559,0.783768893,0.37298911
'im_1075.jpg',0.786591594,0.791598742,1.055687073,0.002385694,0.001303358,0.001000018,0.897336694,0.50300036
'im_1076.jpg',1.430363651,1.021576228,1.18367971,0.00369162,0.001032006,0.000889149,1.174166795,0.728571217
'im_1077.jpg',0.687153704,0.425091782,0.559985526,0.000629151,0.000180687,0.000288927,0.474532462,0.071475439
'im_1078.jpg',0.975852814,0.818449477,1.030530019,0.007543191,0.001450899,0.000941238,1.718920823,1.541909855
'im_1079.jpg',1.016307899,0.896282432,0.919624308,0.004723883,0.001081033,0.001421292,1.283416145,0.997881499
'im_108.jpg',0.885502381,0.661080853,0.904059022,0.003735898,0.000355021,0.000441262,0.736806887,0.46796576
'im_1080.jpg',1.005461991,0.687959994,0.742862951,0.003470742,0.000484423,0.000554102,0.847940847,0.530210122
'im_1081.jpg',1.569606122,0.709176519,1.090198188,0.007387,0.000241669,0.000398051,1.319401593,0.986111164
'im_1082.jpg',1.012850667,1.089621077,0.875310767,0.003505994,0.00077442,0.001044184,0.985559245,0.698575081
'im_1083.jpg',1.368363179,0.70588216,0.953786348,0.005633436,0.00088189,0.000582481,1.372817244,1.043697315
'im_1084.jpg',0.760361118,0.695002907,0.91298156,0.002887573,0.000784949,0.000745577,0.616501543,0.346374667
'im_1085.jpg',0.9554841,0.728594551,0.803099877,0.003728745,0.00091535,0.000616425,1.075278051,0.764120564
'im_1086.jpg',0.784089287,0.516520215,0.864974756,0.00411921,0.000305869,0.000230548,0.800808517,0.583460153
'im_1087.jpg',0.301458092,0.688305967,0.664236264,0.000108182,0.001672217,0.002968361,5.726587853,5.716895872
'im_1088.jpg',0.98773097,1.029645237,1.274945562,0.004306201,0.00221722,0.001360546,1.371621442,1.034580158
'im_1089.jpg',1.011565964,0.685110942,1.133727818,0.002854098,0.000322919,0.00047949,0.783543668,0.440461163
'im_109.jpg',1.052654818,0.852981438,0.894291568,0.006524712,0.00152355,0.001439708,1.439790728,1.227152486
'im_1090.jpg',0.510849753,0.360110139,0.790343102,0.00417443,0.000279344,0.000467947,0.588305941,0.377897638
'im_1091.jpg',1.010746231,0.93522308,1.094350414,0.00588605,0.001824667,0.001863761,1.454652633,1.206319528
'im_1092.jpg',1.185561394,1.069184987,1.275913625,0.00584841,0.000906102,0.000537217,1.454181789,1.168186542
'im_1093.jpg',0.958290159,0.822110941,1.089507846,0.005136631,0.000489797,0.000657464,1.051579828,0.834685927
'im_1094.jpg',1.387740397,1.063954836,1.357077846,0.007824949,0.001298408,0.000992666,1.933734821,1.644754476
'im_1095.jpg',0.873284038,0.867779896,1.174616721,0.001784506,0.000497826,0.00035703,0.740647343,0.340875956
'im_1096.jpg',1.085105038,1.219397837,1.472146144,0.005429537,0.002935639,0.002104299,1.729241113,1.420836183
'im_1097.jpg',0.844990509,0.30484891,0.704787453,0.005613051,0.000122882,9.67E-05,1.050009453,0.910794782
'im_1098.jpg',0.918615552,0.576733199,0.734924129,0.002182187,0.000304029,0.000675503,0.678411239,0.32812511
'im_1099.jpg',1.19179893,1.006714255,1.219912819,0.004741667,0.00079118,0.000889705,1.305708074,0.971694931
'im_11.jpg',0.908299036,0.325126674,0.704227565,0.003794584,9.39E-05,0.000343609,0.829364115,0.595253778
'im_110.jpg',1.31505453,1.052137339,1.384531648,0.005118043,0.000602281,0.001057105,1.297282967,0.959644923
'im_1100.jpg',0.946110242,0.806111717,0.921082748,0.004238433,0.000924289,0.000793675,0.939242889,0.698732373
'im_1101.jpg',0.736848311,0.907823568,1.016505515,0.001076139,0.001052513,0.00038657,0.720857571,0.281844501
'im_1102.jpg',1.073131913,0.724396462,0.811653729,0.004907225,0.000291336,0.000360552,1.078425775,0.84112274
'im_1103.jpg',1.3644567,1.282130154,1.382916324,0.010958888,0.002147943,0.001243626,2.65552295,2.405874079
'im_1104.jpg',0.853971882,0.620666652,1.202698997,0.004329912,0.000930898,0.001942854,0.978765962,0.781320346
'im_1105.jpg',1.123400673,1.387048839,1.535548083,0.003782719,0.002024553,0.00120917,1.377509257,0.912448215
'im_1106.jpg',0.695348926,0.45297069,0.715235356,9.52E-05,6.67E-05,0.000151479,3.38E-01,0.00689177
'im_1107.jpg',1.647483241,0.828023088,1.27670175,0.009374136,0.00089091,0.001221196,2.078661638,1.804830437
'im_1108.jpg',0.931048506,0.917841302,1.02774135,0.002594772,0.000948846,0.001145038,0.677426293,0.337751361
'im_1109.jpg',0.916790493,0.890698326,1.036949656,0.001963664,0.000643511,0.00093774,0.738657841,0.350995052
'im_111.jpg',0.784766364,0.952391828,0.804510621,0.003321344,0.000992388,0.000552563,0.930518847,0.600960641
'im_1110.jpg',0.919132397,0.622120852,1.041467926,0.001668621,0.000213342,0.000217887,0.610820556,0.269430677
'im_1111.jpg',0.819936937,0.670044604,1.04476839,0.005999902,0.000794725,0.001153239,1.243433812,1.07452229
'im_1112.jpg',1.066608027,0.758131962,1.3344441,0.004235308,0.000263348,0.000344089,0.974302116,0.727740467
'im_1113.jpg',0.816700338,0.616794207,0.599085633,0.004971666,0.000817905,0.000714083,1.110125836,0.89788959
'im_1114.jpg',0.922660736,0.754451126,1.180543111,0.004038823,0.000413535,0.000246572,0.740264368,0.466441182
'im_1115.jpg',0.830637023,0.603089944,0.985345261,0.00183646,0.000319541,0.000417631,0.614785267,0.238956284
'im_1116.jpg',0.485846741,0.846856004,0.670843833,0.003795006,0.001175571,0.001415742,0.615270869,0.481833277
'im_1117.jpg',0.442776447,0.474977893,0.531768305,0.000161316,0.000204331,0.000448117,4.23E-01,0.031517922
'im_1118.jpg',0.851680631,0.618479637,0.735170563,0.004896022,0.000677848,0.001351827,1.044601362,0.85822507
'im_1119.jpg',0.427129139,0.289058857,0.790234374,0.000534369,6.26E-05,0.000175123,4.37E-01,0.03152822
'im_112.jpg',1.043765477,1.089346552,1.389263886,0.002813169,0.001339532,0.00123593,0.972804603,0.593797156
'im_1120.jpg',1.196886471,1.015160377,1.170404523,0.005594812,0.002162871,0.001982381,1.585843177,1.292353877
'im_1121.jpg',1.213672808,1.21479413,1.415720986,0.005277661,0.001366785,0.000866255,1.507379275,1.119106831
'im_1122.jpg',0.662827057,0.596076432,0.754535246,0.001663284,0.000906877,0.000483875,0.442721347,0.208354382
'im_1123.jpg',1.045750897,0.977870328,1.183042695,0.012648603,0.004598156,0.006712266,3.372867866,3.219411356
'im_1124.jpg',0.902010685,0.383207589,0.733601216,0.004191016,0.000858973,0.000701903,0.972240303,0.774504322
'im_1125.jpg',1.021805742,0.741564535,0.904863319,0.001117554,0.000505013,0.000642029,0.67398997,0.185188663
'im_1126.jpg',0.654880923,0.910357585,1.130040153,0.003355487,0.002814833,0.001725235,1.017164293,0.794712043
'im_1127.jpg',0.812605191,1.000383465,1.269436634,0.001168047,0.0017891,0.002120712,0.918238801,0.462656203
'im_1128.jpg',0.829922823,0.846459277,0.655499206,0.0060547,0.001670827,0.00121813,1.223787368,1.02896159
'im_1129.jpg',1.152571802,0.689608617,0.714604635,0.002872814,0.000582634,0.000627951,0.686317184,0.307350371
'im_113.jpg',1.180736412,0.94999408,0.856589025,0.005171213,0.001264627,0.001120135,1.320584614,1.033291011
'im_1130.jpg',0.655004546,0.73547274,1.136677527,0.003424603,0.000298828,0.000433033,0.652793501,0.437153395
'im_1131.jpg',1.465923026,1.160477812,1.501220106,0.009772076,0.000820471,0.00069143,2.163452925,1.920849955
'im_1132.jpg',1.102032637,0.887236013,1.041772313,0.002843306,0.000526017,0.000557798,0.836588366,0.471583427
'im_1133.jpg',0.676304486,0.588669855,0.895155824,0.00335433,0.000388165,0.000282136,0.625303508,0.406895304
'im_1134.jpg',0.883383985,0.764532886,1.269843817,0.001349888,0.000408056,0.000335874,0.582382208,0.150831514
'im_1135.jpg',0.858344424,0.643034185,0.930346825,0.002716063,0.000413379,0.000302789,0.773275441,0.491235806
'im_1136.jpg',1.254977217,1.014058383,1.268460856,0.004128809,0.00119864,0.000904852,1.228775801,0.851882998
'im_1137.jpg',0.762560367,0.451176157,0.715915932,0.003214712,0.000311683,0.000173466,0.690899529,0.495485971
'im_1138.jpg',0.751323319,0.535406794,0.89416243,0.003174137,0.000300398,0.000289064,0.608070417,0.435034046
'im_1139.jpg',0.790911165,0.704904582,0.836267135,0.004777594,0.001235232,0.001029826,1.128951442,0.97298265
'im_114.jpg',1.153334371,1.023302478,1.173429428,0.007246318,0.001693309,0.001311531,1.741675629,1.536816781
'im_1140.jpg',1.184279081,0.874414776,1.215718662,0.004584507,0.000326931,0.000260576,1.013399142,0.715193712
'im_1141.jpg',0.690739978,0.536575342,0.613303496,0.001105199,0.00045617,0.00026485,0.477795652,0.113760982
'im_1142.jpg',0.930677651,0.529929061,0.720187619,0.006781138,0.001044246,0.00115257,1.352882816,1.195030345
'im_1143.jpg',1.062443658,0.764949256,1.062050974,0.003469413,0.000463207,0.000452137,0.902768265,0.590944992
'im_1144.jpg',1.423583465,0.986418591,1.239087676,0.008969685,0.0008861,0.000653013,1.962977371,1.741752013
'im_1145.jpg',0.935296729,0.788074901,1.159622495,0.004980795,0.000598492,0.00083374,1.044601299,0.8666014
'im_1146.jpg',0.590528683,0.636450528,0.89732463,0.002947601,0.000783839,0.001211925,0.729285071,0.544309741
'im_1147.jpg',1.067009324,0.894512698,1.114380636,0.003682161,0.000404567,0.00036422,0.843105154,0.529972951
'im_1148.jpg',1.027888032,0.770102051,1.054982463,0.002573311,0.001055857,0.000876148,0.895948961,0.532685508
'im_1149.jpg',0.942408418,0.654187342,1.197206461,0.005178373,0.000290653,0.000383567,0.885348563,0.658130102
'im_115.jpg',1.088289894,0.90204894,1.144201375,0.007143413,0.000908615,0.001126559,1.512663154,1.317575021
'im_1150.jpg',0.99768432,0.822337516,1.082419561,0.00129357,0.00058628,0.000680909,0.719582724,0.260942355
'im_1151.jpg',0.30004387,0.285644849,0.300977683,0.005108248,0.000573493,0.001384792,0.889844693,0.789741928
'im_1152.jpg',1.077721193,0.68874357,1.097993842,0.004801,0.000873112,0.000784204,1.221355387,0.952988914
'im_1153.jpg',0.817698341,0.665862662,1.197357377,0.001884101,0.000219932,0.000243398,0.560754593,0.218794643
'im_1154.jpg',0.71251684,0.597063197,0.702196638,0.002368642,0.000491013,0.000430209,0.631886007,0.324122336
'im_1155.jpg',0.650220793,0.400029787,0.641302304,0.003625601,0.000823793,0.000696748,0.840858121,0.69629626
'im_1156.jpg',0.759723033,0.713910296,0.674159499,0.006587853,0.001953056,0.002492046,1.007131579,0.876441427
'im_1157.jpg',1.131371932,0.983170055,1.25358413,0.006612783,0.000977383,0.000373749,1.517282239,1.298428317
'im_1158.jpg',0.788260113,0.546599851,0.603285971,0.004362781,0.001327934,0.000563787,0.872848726,0.734273854
'im_1159.jpg',1.2510431,0.901522194,1.234353826,0.002461832,0.000253195,0.000407078,0.817584635,0.367167492
'im_116.jpg',1.179168208,1.065962705,1.429469493,0.005416295,0.001193713,0.001037837,1.351355861,1.029805212
'im_1160.jpg',0.850640606,0.927592429,1.089487278,0.003728394,0.000590851,0.000475323,0.836748889,0.615755985
'im_1161.jpg',0.645197091,0.585525087,0.986860738,0.002011265,0.000605262,0.000309617,0.555939108,0.301128854
'im_1162.jpg',0.951912903,0.713504841,0.704877944,0.00520992,0.000878161,0.000550498,1.159737924,0.981113257
'im_1163.jpg',0.592063975,0.324136679,0.901248481,0.000775777,0.000175223,0.00018146,0.449603133,0.068844059
'im_1164.jpg',1.011949015,0.719299267,1.033073619,0.001940498,0.000296502,0.000263037,0.705627098,0.256681384
'im_1165.jpg',1.283453876,0.426265575,0.961975063,0.003161505,0.000344828,0.000383747,0.908224693,0.498862949
'im_1166.jpg',0.877657453,0.460772697,0.805911061,0.003289878,0.000174433,0.000189501,0.741441293,0.521241325
'im_1167.jpg',0.988731271,0.985997481,1.350765927,0.003191917,0.000865265,0.001994101,0.789530223,0.482074321
'im_1168.jpg',1.200007608,1.023070742,1.266647494,0.006480043,0.003128928,0.00336303,1.896616675,1.614692887
'im_1169.jpg',0.810772198,0.44826218,0.826535551,0.001546204,0.000246798,0.000251245,0.536687039,0.163473916
'im_117.jpg',0.776395515,0.576081997,0.964961239,0.001133123,0.000136715,0.000153648,0.518410104,0.11667797
'im_1170.jpg',0.750209001,0.778092627,1.315915516,0.003971441,0.000861128,0.000833015,0.881799411,0.677620172
'im_1171.jpg',0.825978648,0.624494829,0.873875971,0.001353364,0.000424813,0.000149353,0.50182931,0.087715386
'im_1172.jpg',1.632973254,1.306048561,1.51680976,0.00813901,0.000926634,0.001004624,1.988005077,1.63841291
'im_1173.jpg',1.042230524,0.667474342,0.759196087,0.00364469,0.000296495,0.000419613,0.909693292,0.620645429
'im_1174.jpg',0.998787755,0.44240121,0.470925003,0.004189427,0.000680237,0.001012045,0.977779129,0.733583629
'im_1175.jpg',1.270354446,1.074891657,1.346611949,0.006250635,0.00134974,0.000847144,1.323699796,1.052952226
'im_1176.jpg',0.77104159,0.873662752,1.057848511,0.007308443,0.001352941,0.001080692,1.67637456,1.49323301
'im_1177.jpg',1.054466338,0.747803497,1.102918889,0.004263044,0.000362461,0.000407896,0.882215391,0.615823489
'im_1178.jpg',0.661216484,0.592204789,0.527744698,0.004194373,0.000448876,0.001056649,0.745653123,0.545207105
'im_1179.jpg',0.749138202,0.65761581,0.893016637,0.00341212,0.000650977,0.000574178,0.80525585,0.589031178
'im_118.jpg',0.952930661,0.804776534,0.939440203,0.004258638,0.001551691,0.001920709,1.15246567,0.863272967
'im_1180.jpg',1.253415974,1.023550048,1.3537615,0.007859423,0.001091927,0.000480159,1.931603655,1.660672264
'im_1181.jpg',0.691292712,0.46740048,0.686380607,0.007442632,0.000631103,0.000566637,1.252888484,1.167103505
'im_1182.jpg',1.0377177,0.99938765,1.168477789,0.004788001,0.002452613,0.002082145,1.403311796,1.1128317
'im_1183.jpg',1.778884092,1.66635545,1.452486819,0.009630444,0.003180488,0.002186263,2.890140526,2.391241076
'im_1184.jpg',1.12477091,0.82516434,1.071028758,0.003983177,0.000189691,0.000168294,0.932151666,0.608746748
'im_1185.jpg',0.863145521,0.680772973,1.091383012,0.005174225,0.000723854,0.000680062,1.142386214,0.967874178
'im_1186.jpg',0.821269406,0.730329328,0.840201109,0.004603972,0.000887258,0.000897168,1.048127686,0.897865366
'im_1187.jpg',0.869768285,0.818578291,1.00222509,0.003383325,0.000715912,0.000618371,0.704393864,0.416177308
'im_1188.jpg',1.70279756,1.439801623,1.732084089,0.010916006,0.002213958,0.003247056,2.811793762,2.433809433
'im_1189.jpg',0.956090773,0.989989045,1.262809654,0.006050607,0.001177773,0.000874705,1.338709201,1.101645055
'im_119.jpg',0.692972029,0.897306728,1.10804156,0.002883988,0.000866107,0.000569874,0.711654885,0.382508851
'im_1190.jpg',1.56497903,1.236509864,1.270056255,0.009903785,0.001887854,0.001394154,2.401260705,2.109155051
'im_1191.jpg',0.711391869,0.507761624,0.824683048,0.004329375,0.000348849,0.000340878,0.803076624,0.635301
'im_1192.jpg',0.770413483,0.969019213,1.40851974,0.002982143,0.00115971,0.000691075,0.939400959,0.672510951
'im_1193.jpg',0.97185683,0.48584987,0.724103154,0.007227658,0.00034319,0.000462193,1.373163597,1.291243435
'im_1194.jpg',0.704508131,0.702205843,1.027901107,0.002348856,0.000420876,0.000199415,0.523330338,0.180192545
'im_1195.jpg',1.028354113,0.884098942,1.239223042,0.005221114,0.000769835,0.000869304,1.220619507,0.99537658
'im_1196.jpg',1.072258678,1.258710173,1.309349204,0.00532327,0.002326644,0.002358774,1.526589568,1.161271909
'im_1197.jpg',1.188327758,0.95419306,1.103983745,0.005939431,0.000666194,0.000431024,1.346737061,1.11514505
'im_1198.jpg',0.926058308,0.824737449,1.251746632,0.002141597,0.0004345,0.000408951,0.683602273,0.327650615
'im_1199.jpg',1.104742627,0.871314431,1.113692956,0.005258702,0.00099272,0.000987634,1.169010315,0.925466864
'im_12.jpg',1.33375486,1.188040406,1.472906093,0.005040681,0.000898227,0.000686263,1.278872688,0.945733608
'im_120.jpg',0.924857238,0.832887624,1.143374362,0.00453518,0.000992819,0.000756852,1.125848987,0.937095805
'im_1200.jpg',0.872481357,0.669664334,0.906319089,0.006227548,0.001307008,0.001729288,1.323823964,1.145845168
'im_1201.jpg',1.419238749,0.800720272,1.14957977,0.004892623,0.000551719,0.001174849,1.352328943,0.978431594
'im_1202.jpg',1.230904209,0.944783789,1.046314173,0.005849102,0.001073432,0.000756178,1.426387403,1.1578645
'im_1203.jpg',1.424497953,1.169883514,1.152670769,0.006414876,0.001117947,0.000887925,1.76698007,1.358868667
'im_1204.jpg',0.993442107,0.947891919,1.336762096,0.006821915,0.000994174,0.000756762,1.557311804,1.376799887
'im_1205.jpg',1.027319943,1.210589531,1.35637974,0.004019025,0.00130171,0.001897486,1.148442392,0.843463968
'im_1206.jpg',0.485898052,0.320781725,0.398347893,0.001090609,0.000267304,0.000492993,0.410399791,0.070338432
'im_1207.jpg',1.395367616,1.50478353,1.633261495,0.009354793,0.003517394,0.005385282,2.756270243,2.358739509
'im_1208.jpg',0.538028782,0.315929863,0.596335684,0.002649553,0.000244907,0.000189551,0.58096439,0.395562805
'im_1209.jpg',1.428179143,0.937848659,1.315859411,0.008635847,0.000685499,0.00126736,1.875435841,1.642491516
'im_121.jpg',0.754061302,0.697238914,1.171146921,0.002460304,0.000702231,0.000517666,0.717955926,0.460810581
'im_1210.jpg',0.917215216,1.010106561,1.21955055,0.003035728,0.001101333,0.002814802,1.000437521,0.631147104
'im_1211.jpg',0.837861203,0.745128418,1.013004343,0.00718842,0.001040683,0.000738182,1.545604153,1.436818125
'im_1212.jpg',0.517282579,0.413224731,0.534416025,0.001343382,0.000202808,0.000460485,0.458543725,0.172360572
