filename,SC_gray,SC_blue_yellow,SC_red_green,CE_gray,CE_blue_yellow,CE_red_green,BG_diag,B_norm
'im_1577.jpg',0.576761173,0.588632516,0.763937131,0.002804872,0.001051712,0.00133112,0.617131793,0.318075445
'im_1578.jpg',1.040432776,0.403449502,0.494661697,0.007927403,0.000809645,0.000645108,1.641013628,1.518893109
'im_1579.jpg',0.791545636,0.350239518,0.413965084,0.002644033,0.000894466,0.000753346,0.644952717,0.407020835
'im_158.jpg',0.790850171,0.783440156,1.051198197,0.002887726,0.000501302,0.000598484,0.550218419,0.26843875
'im_1580.jpg',1.085025951,1.017853798,1.310933089,0.006544055,0.001709159,0.002496827,1.529000699,1.282061445
'im_1581.jpg',0.8113321,0.485778812,0.630601615,0.004763465,0.001313046,0.001995374,1.023540635,0.86556786
'im_1582.jpg',0.895773244,0.548904287,0.361832907,0.001470689,0.003190098,0.000202724,0.624638326,0.293210364
'im_1583.jpg',1.061482451,0.857786022,1.074272879,0.0107528,0.001045562,0.001000201,2.187247255,2.056756317
'im_1584.jpg',0.989943235,0.773858038,0.830115105,0.01038909,0.002589726,0.002856,2.22445369,2.102477824
'im_1585.jpg',1.067545682,0.676592853,0.796192876,0.009343547,0.002901418,0.002221604,2.204306817,2.076494626
'im_1586.jpg',0.628520265,0.565648614,0.716197479,0.003840262,0.005420226,0.004247875,1.526162863,1.419033038
'im_1587.jpg',0.997863856,0.740812245,0.767575714,0.006402166,0.000407312,0.000936673,1.121066926,0.912242245
'im_1588.jpg',0.952262824,0.405592707,0.438135841,0.003994601,0.003152006,0.001423988,1.069371493,0.863649216
'im_1589.jpg',0.682187009,0.616310406,0.66477364,0.006094753,0.001335864,0.000487159,1.330000199,1.181512589
'im_159.jpg',1.054036819,0.552670083,0.562415079,0.005221328,0.00098379,0.000905656,0.935630384,0.70892907
'im_1590.jpg',0.861407414,0.694122281,0.765215707,0.003560882,0.00086125,0.001204196,0.882962984,0.647323848
'im_1591.jpg',0.958577469,0.473316672,0.393188672,0.006071463,0.000908133,0.000860734,1.327315791,1.146737353
'im_1592.jpg',1.235668675,0.721897317,0.93463721,0.008560694,0.00131028,0.001118766,1.919774099,1.719720565
'im_1593.jpg',0.914099382,0.714804136,0.949219631,0.006595407,0.000752463,0.000567735,1.428727139,1.239725564
'im_1594.jpg',1.009196882,0.873987997,1.03951254,0.008162843,0.001155104,0.001024866,1.804647525,1.653368128
'im_1595.jpg',0.67651787,0.534084933,0.463483222,0.001601844,0.000532311,0.001259668,0.42020458,0.157494646
'im_1596.jpg',0.949167246,0.792082589,0.884592091,0.004494274,0.000343244,0.000945701,0.838455555,0.572815802
'im_1597.jpg',0.975406734,0.356440322,0.450179201,0.006288746,0.000545273,0.001011202,1.158035886,0.99165204
'im_1598.jpg',1.024458615,0.763635107,0.68567981,0.004464566,0.000985162,0.001515274,1.101505301,0.862288538
'im_1599.jpg',1.105645433,1.019746973,1.213595281,0.004431991,0.002782993,0.00354299,1.416600613,1.116018532
'im_16.jpg',1.42466489,0.858219941,1.125926532,0.009498554,0.001183531,0.000771709,2.019744821,1.781418344
'im_160.jpg',0.778507796,0.739048114,1.091208013,0.00221193,0.000651252,0.000473757,0.648161306,0.315445471
'im_1600.jpg',0.812038796,0.398948866,0.441509127,0.004164765,0.000486101,0.000285426,0.747913786,0.515313929
'im_1601.jpg',0.816646291,0.984084633,1.239159249,0.0020927,0.001247184,0.001604993,0.828597645,0.405606049
'im_1602.jpg',1.776640306,1.175734401,1.103015965,0.011099281,0.002785253,0.001611131,2.925749401,2.567627188
'im_1603.jpg',0.972372323,0.550236261,0.565464218,0.005804237,0.001755819,0.001693116,1.190847263,0.976182348
'im_1604.jpg',0.720353013,0.363367778,0.452462643,0.002824565,0.000991217,0.000520232,0.755364531,0.534759625
'im_1605.jpg',1.086803307,0.767664943,0.940853393,0.005969516,0.00061089,0.000932249,1.143291565,0.937807876
'im_1606.jpg',0.796315114,0.415655294,0.500492572,0.004768562,0.000797321,0.001268145,0.800198457,0.602531595
'im_1607.jpg',1.104474436,0.859379539,0.706077001,0.00647911,0.001315177,0.003812817,1.539125818,1.2998601
'im_1608.jpg',1.062867202,0.956537644,0.925263392,0.006506821,0.002026434,0.004248445,1.628125438,1.414309444
'im_1609.jpg',0.935005363,0.741218275,0.888417761,0.003844286,0.001543321,0.002464005,0.926614824,0.656105957
'im_161.jpg',1.515188849,1.270169143,1.699509462,0.007737392,0.003263627,0.002203002,2.312147423,1.919459086
'im_1610.jpg',0.714403504,0.603376509,0.967634608,0.006783192,0.000688319,0.001001406,0.966411963,0.823017377
'im_1611.jpg',0.947554519,0.888710622,0.982719279,0.00547562,0.001326177,0.001011735,1.167477202,0.974809919
'im_1612.jpg',0.888658868,0.650771076,0.878203062,0.007392314,0.000851154,0.000475022,1.471009853,1.335281231
'im_1613.jpg',1.332956272,0.816586426,0.814809336,0.009837076,0.000732703,0.000961327,2.09553433,1.896570141
'im_1614.jpg',0.861742271,0.45563584,0.547944693,0.005036693,0.000228128,0.000226973,0.991117886,0.82416355
'im_1615.jpg',0.615937892,0.34000777,0.398178495,0.001510547,0.000162197,0.000663311,0.464967487,0.143381003
'im_1616.jpg',1.004295161,0.739230546,0.616793862,0.005812946,0.001648157,0.001485024,1.362497817,1.171127347
'im_1617.jpg',1.004880784,1.015881331,0.660078029,0.006569349,0.002107157,0.003648895,1.686559624,1.407508378
'im_1618.jpg',1.004852554,0.529336976,0.683289601,0.005718504,0.000979139,0.001577577,1.245688312,1.056708497
'im_1619.jpg',0.897775829,0.662148696,0.839475268,0.004254073,0.002023651,0.004042173,1.046838785,0.855849429
'im_162.jpg',1.162493102,0.839473927,1.270631838,0.003829027,0.000338795,0.000288268,0.993417723,0.662339864
'im_1620.jpg',0.738242537,0.346955822,0.385697825,0.001692887,0.000336579,0.00053193,0.554746529,0.172997796
'im_1621.jpg',0.973126756,0.863825808,0.969982413,0.004444708,0.001761793,0.001507104,1.132897496,0.916031565
'im_1622.jpg',1.195997818,0.632020458,0.631820228,0.013396993,0.000664931,0.000409503,2.639358036,2.535136762
'im_1623.jpg',0.991883418,0.849314674,0.977529152,0.004001929,0.001201924,0.000611768,1.1048055,0.822689768
'im_1624.jpg',0.983693671,0.737106631,0.959016052,0.006392706,0.000971906,0.001792583,1.474433999,1.307627502
'im_1625.jpg',1.101172479,0.936858023,1.004401166,0.011635102,0.003194391,0.00252441,2.547007093,2.410887704
'im_1626.jpg',1.025795833,0.599575002,0.654240908,0.010669754,0.002077279,0.002489956,2.395901716,2.289252183
'im_1627.jpg',0.866295693,0.552020032,0.560970548,0.009576947,0.001700971,0.00127493,1.96472441,1.89136687
'im_1628.jpg',0.921741036,0.850967615,1.084224551,0.003751902,0.001631914,0.002053726,0.965449936,0.69546781
'im_1629.jpg',0.718823214,0.362310459,0.371535357,0.007088318,0.000915991,0.001556949,1.386995159,1.289146372
'im_163.jpg',0.908407295,1.03000429,1.453311413,0.003295064,0.000787515,0.000798419,0.852385383,0.555478032
'im_1630.jpg',0.902854771,0.463128156,0.61940545,0.007140244,0.001055449,0.001195406,1.542692365,1.425670649
'im_1631.jpg',0.86840185,0.534117494,0.573696666,0.003518617,0.000916666,0.002761614,0.797404612,0.6144008
'im_1632.jpg',1.338741205,0.732333093,0.793626954,0.011808264,0.002090509,0.002223976,2.631986863,2.479408643
'im_1633.jpg',0.907935506,0.477788001,0.614487696,0.005496361,0.001428106,0.002635507,1.13799691,0.974091451
'im_1634.jpg',0.557520415,0.377087471,0.369454537,0.001033686,0.001457798,0.000567966,0.396725443,0.114271362
'im_1635.jpg',1.242421915,0.742696748,0.675868546,0.010483892,0.000892594,0.001211867,2.114049602,1.964277165
'im_1636.jpg',1.164385935,0.709663441,0.864499601,0.006548834,0.001002896,0.000732801,1.459036935,1.2230967
'im_1637.jpg',0.813772165,0.479062756,0.848339457,0.006501893,0.002988475,0.001465422,1.711717182,1.596926051
'im_1638.jpg',1.054093013,0.780214282,0.670739131,0.007591791,0.001495869,0.002490681,1.617144931,1.494859023
'im_1639.jpg',1.008016178,0.778544013,0.934785588,0.004363853,0.001386356,0.003639225,1.055850859,0.78365589
'im_164.jpg',0.879931411,0.783915938,0.932216948,0.00409539,0.000889557,0.000938203,0.967658049,0.734255099
'im_1640.jpg',0.707940726,0.485324798,0.428105565,0.004692996,0.000663557,0.000729055,0.73374258,0.556574691
'im_1641.jpg',1.206777001,1.222479437,1.291863091,0.007148259,0.001520727,0.001977928,1.673422599,1.33846286
'im_1642.jpg',0.908104941,0.859163781,1.110497273,0.004222912,0.000815902,0.0009874,0.719829704,0.497401943
'im_1643.jpg',0.715430938,0.447651102,0.463569942,0.002997726,0.000187153,0.000130032,0.492659725,0.27627537
'im_1644.jpg',0.80737177,0.448072989,0.544253473,0.003177288,0.001617421,0.000864462,0.594201853,0.344574893
'im_1645.jpg',0.62534727,0.431243155,0.586267328,0.006703762,0.001122012,0.000522313,0.840923919,0.719779487
'im_1646.jpg',0.877645317,0.80271159,0.687964738,0.002256034,0.000844861,0.001111197,0.742954504,0.414597701
'im_1647.jpg',1.13833169,0.505109678,0.426701707,0.007484683,0.000627161,0.002640397,1.356802646,1.177361689
'im_1648.jpg',0.879742714,0.465362165,0.558836678,0.004258859,0.000374613,0.000969303,0.832690371,0.649729458
'im_1649.jpg',0.939043427,0.591512076,0.576141711,0.007998802,0.00051506,0.001005451,1.496092491,1.376877201
'im_165.jpg',0.890020345,0.671785271,1.139043364,0.003043443,0.000325477,0.000318003,0.704146648,0.461880658
'im_1650.jpg',1.25049379,0.798899203,0.85104435,0.008585383,0.002219074,0.002096155,2.071692797,1.863197877
'im_1651.jpg',0.99922491,0.584185966,0.637890244,0.002778626,0.001417597,0.002871435,0.882972784,0.581701639
'im_1652.jpg',0.816855148,0.340856218,0.362658077,0.00230221,0.001255784,0.002648036,0.548148316,0.22939839
'im_1653.jpg',0.785327762,0.398742371,0.44489391,0.008348657,0.001174461,0.000539826,1.618314963,1.537222761
'im_1654.jpg',1.490631502,1.010274789,1.136264517,0.012853294,0.003326791,0.001902101,3.235949702,2.997050807
'im_1655.jpg',0.936080514,0.597771896,0.683704218,0.008217049,0.000803018,0.000705844,1.687048762,1.540759854
'im_1656.jpg',0.959833388,0.727852279,1.006435377,0.006038618,0.001311391,0.001117543,1.488844936,1.276183
'im_1657.jpg',0.743030152,0.72770133,0.943305202,0.003191668,0.00041327,0.0008328,0.570918915,0.346048956
'im_1658.jpg',1.264782617,1.025064584,1.177513378,0.00967117,0.003694036,0.001877445,2.644436075,2.400415922
'im_1659.jpg',0.857673464,0.356814279,0.340087678,0.004039499,0.000178522,8.40E-05,0.747035883,0.510951864
'im_166.jpg',0.832406824,0.69968088,1.011812527,0.003290213,0.000869209,0.000950623,0.870337426,0.652180701
'im_1660.jpg',0.794430778,0.551292134,0.528378838,0.005550444,0.000986551,0.001337911,1.077210437,0.936005731
'im_1661.jpg',1.361220485,1.091260329,1.378908513,0.005694556,0.002231666,0.001184064,1.746570756,1.377464275
'im_1662.jpg',0.951616629,0.560882003,0.660434298,0.00439965,0.000788275,0.000842834,1.064527666,0.851735076
'im_1663.jpg',0.960018064,0.588045303,0.606205416,0.004819066,0.000459197,0.000607181,0.948640832,0.71429771
'im_1664.jpg',0.954037434,1.033940625,1.172719033,0.005662147,0.004382309,0.002775743,1.924004219,1.656771375
'im_1665.jpg',0.594501564,0.379963274,0.4086826,0.000794164,0.000546165,0.000903324,0.433325721,0.077453802
'im_1666.jpg',1.161097551,0.623008119,0.791419002,0.007286358,0.000704638,0.000510317,1.596212406,1.43274614
'im_1667.jpg',0.954239702,0.607111742,0.7357154,0.005822841,0.001494251,0.000945768,1.280740679,1.118762312
'im_1668.jpg',1.080268391,0.559530857,0.396392837,0.0053731,0.00051897,0.000639489,1.150443711,0.930456629
'im_1669.jpg',1.037243985,0.699239762,0.940724662,0.008981663,0.000901618,0.000626653,1.805203815,1.669087049
'im_167.jpg',1.226944091,0.593663097,1.001712921,0.004499663,0.000179814,0.000189142,1.087468813,0.778642779
'im_1670.jpg',1.071390799,0.752365977,0.867504738,0.004615356,0.003159023,0.003330881,1.216336882,0.980370303
'im_1671.jpg',0.849494226,0.419897182,0.433647193,0.002288073,0.000591134,0.000534578,0.635149496,0.320458473
'im_1672.jpg',0.569821464,0.369931706,0.347833338,0.000486968,0.000155524,0.00192257,4.10E-01,0.029308496
'im_1673.jpg',0.998563818,0.560887439,0.638041649,0.004328869,0.000808665,0.001900911,0.877522838,0.615927934
'im_1674.jpg',1.069750128,0.5471323,0.655180393,0.012485168,0.003694412,0.002435898,3.089736319,2.969999863
'im_1675.jpg',1.465113057,1.083626161,0.963742104,0.010781643,0.00199571,0.002357479,2.560079336,2.310333557
'im_1676.jpg',0.913184552,0.652253883,0.664172386,0.008747014,0.001490115,0.00209732,1.802535599,1.693612101
'im_1677.jpg',0.804788091,0.268218283,0.332320196,0.001646905,0.000249803,0.000260654,0.588814736,0.218763575
'im_1678.jpg',0.89263708,0.54896207,0.547571907,0.008868818,0.00060998,0.000386682,1.707285252,1.612628037
'im_1679.jpg',0.812696084,0.477076972,0.731542155,0.003503796,0.000300479,0.000599347,0.665480907,0.441715105
'im_168.jpg',0.860067242,0.623872898,0.849219452,0.0031757,0.000408055,0.000468819,0.64979143,0.342325308
'im_1680.jpg',0.808802328,0.690512164,0.769296333,0.005271063,0.00217635,0.001211872,1.132760638,0.983601476
'im_1681.jpg',0.836699141,0.429439691,0.53632498,0.006801689,0.000915109,0.001051699,1.343559015,1.240336118
'im_1682.jpg',0.71320037,0.381722358,0.388889652,0.004022171,0.000288123,0.000828339,0.741500162,0.567939668
'im_1683.jpg',1.413950672,1.068508028,0.944108548,0.010752353,0.001533991,0.001619873,2.448542255,2.202596359
'im_1684.jpg',0.631274974,0.412570865,0.373627389,0.007679457,0.000670214,0.001241648,1.214586571,1.114881169
'im_1685.jpg',1.004134076,0.619830942,0.806233035,0.004085866,0.001785402,0.0014013,0.973698977,0.750920327
'im_1686.jpg',0.947749753,0.52200827,0.530446693,0.00826063,0.000705222,0.000717093,1.593323814,1.474338407
'im_1687.jpg',0.850519788,0.698473458,0.948448027,0.000591935,0.000409698,0.001036852,0.570587457,0.128513288
'im_1688.jpg',0.781352862,0.587786595,0.854622803,0.001558671,0.001116885,0.002253739,0.597584054,0.266867923
'im_1689.jpg',0.879100566,0.685174691,0.884321919,0.010093304,0.002144917,0.001631502,2.083405703,2.00939485
'im_169.jpg',1.040606126,0.919311153,0.991731075,0.002969176,0.00049472,0.000533231,0.861076685,0.526380562
'im_1690.jpg',1.025384915,0.833850792,1.025022101,0.005511281,0.002592715,0.003327395,1.244485797,1.033901397
'im_1691.jpg',0.844654182,0.921919832,0.965534877,0.007723395,0.001107842,0.001006252,1.600193679,1.458459291
'im_1692.jpg',0.853091942,0.513359652,0.481111109,0.004607231,0.001088411,0.00177447,1.105275442,0.915609644
'im_1693.jpg',0.996806085,0.396096583,0.610640542,0.007652021,0.000445808,0.000488979,1.536117295,1.416613474
'im_1694.jpg',0.795699325,0.588024983,0.54938816,0.003710691,0.001012557,0.000616817,0.83955592,0.629686827
'im_1695.jpg',1.109100061,1.035557874,0.887864994,0.006480429,0.002175807,0.001545267,1.678489304,1.413836397
'im_1696.jpg',1.124627659,1.025449546,1.208623114,0.008168314,0.002172797,0.000914556,1.98595903,1.772660238
'im_1697.jpg',0.877560191,0.839568362,0.843947393,0.005182468,0.000808123,0.00061189,1.185982253,1.011519908
'im_1698.jpg',0.898582688,0.882827233,1.090172266,0.010779202,0.000988899,0.001000065,2.191064012,2.084382006
'im_1699.jpg',0.989765243,0.554222821,0.818167407,0.006429057,0.000830424,0.000728476,1.101833243,0.909039084
'im_17.jpg',1.489090184,1.116375908,1.40863488,0.006440858,0.001314032,0.001146531,1.773929175,1.35923873
'im_170.jpg',1.312069974,1.132876111,1.418071164,0.010725479,0.002475934,0.000941184,2.681789346,2.428135399
'im_1700.jpg',0.727566288,0.629220371,0.822411341,0.002049475,0.000944066,0.000475397,0.589345367,0.318100554
'im_1701.jpg',0.879034421,0.77958772,0.982743325,0.005924781,0.000995411,0.000793692,1.143536915,0.949408913
'im_1702.jpg',0.747245811,0.551917885,0.658480894,0.003514868,0.001477234,0.002839704,0.814841873,0.635124544
'im_1703.jpg',0.91894601,0.440696495,0.91704186,0.005199083,0.000319087,0.000396235,0.944645187,0.755396668
'im_1704.jpg',0.837917979,0.468278788,0.626687625,0.005197592,0.000265945,0.000282224,0.980928543,0.857945366
'im_1705.jpg',0.515931144,0.315257597,0.41928096,0.000145089,0.000355475,0.000118708,4.08E-01,0.011039647
'im_1706.jpg',0.789139307,0.503326203,0.550999865,0.007323292,0.001737558,0.005293036,1.557920923,1.467918219
'im_1707.jpg',1.137958105,0.815144532,1.108242017,0.007635197,0.001692031,0.000874623,1.904668372,1.642300734
'im_1708.jpg',0.992896443,0.738321212,1.072665513,0.005097792,0.002986341,0.001905375,1.298784063,1.07336992
'im_1709.jpg',0.806509281,0.564060151,0.344305835,0.003737685,0.000643236,0.000645127,0.759916135,0.559334428
'im_171.jpg',0.700577619,0.727524961,1.049102204,0.004416981,0.001772699,0.001828924,0.879058609,0.718383861
'im_1710.jpg',1.098436204,0.583508057,0.953121461,0.005098352,0.000523259,0.000816252,1.054580271,0.787939642
'im_1711.jpg',1.087394324,0.880207826,0.692240773,0.006164389,0.001800605,0.002274232,1.642970554,1.369099758
'im_1712.jpg',0.866529925,0.476569601,0.599744448,0.006244806,0.004136357,0.002292648,1.41782104,1.288909786
'im_1713.jpg',0.961388908,0.997782563,0.685222241,0.003459482,0.001679638,0.001891159,1.049138082,0.744528625
'im_1714.jpg',0.605147709,0.339630519,0.463567335,0.001347172,0.000409104,0.00025806,0.431622205,0.117352378
'im_1715.jpg',0.931706434,0.478571755,0.455177761,0.00830216,0.000550423,0.00147929,1.542083099,1.422907676
'im_1716.jpg',0.879783021,0.636484613,0.770311448,0.006596773,0.001743479,0.002880174,1.467190919,1.330132051
'im_1717.jpg',0.711378885,0.570262771,0.768101833,0.00503411,0.002524552,0.002478343,1.314377817,1.158747599
'im_1718.jpg',0.887593335,0.594319706,0.644901023,0.010455443,0.001980997,0.002878885,2.240457084,2.147717381
'im_1719.jpg',0.902388279,0.503509022,0.392349402,0.007045509,0.000346693,0.000314738,1.213305434,1.11574304
'im_172.jpg',0.705795948,0.627471059,0.675039903,0.003389638,0.001124629,0.001025312,0.862506436,0.649187884
'im_1720.jpg',0.779284016,0.661474158,0.672133192,0.001546277,0.000706599,0.00110651,0.66111454,0.294135592
'im_1721.jpg',1.150665467,0.687373514,0.737670099,0.007031319,0.000795479,0.001457136,1.401151898,1.196518943
'im_1722.jpg',0.92731173,0.571116226,0.495949839,0.008104001,0.002192777,0.00164737,1.900985893,1.741041396
'im_1723.jpg',1.014809133,0.548715965,0.776909109,0.005468522,0.000835347,0.000429358,1.097557259,0.896704281
'im_1724.jpg',0.678523845,0.353706374,0.405217671,0.000484797,0.000375434,0.000491889,4.45E-01,0.029325296
'im_1725.jpg',0.825195238,0.618248587,0.616873138,0.005718233,0.001082069,0.00074773,1.114111806,0.98040505
'im_1726.jpg',0.639506164,0.662619658,0.695422938,0.002921486,0.00109197,0.001002442,0.481130707,0.245821293
'im_1727.jpg',1.125578287,1.00187125,1.049881949,0.009453794,0.001649868,0.001390129,2.134157427,1.96209637
'im_1728.jpg',1.028713945,0.444649843,0.553063969,0.004438751,0.000103192,0.000287972,0.812599519,0.511369862
'im_1729.jpg',0.535253876,0.426676043,0.48893244,0.00122461,0.000314236,0.000588649,0.386087526,0.074627615
'im_173.jpg',1.093744081,1.366989509,1.409489283,0.004882641,0.003696827,0.001333586,2.027569942,1.552966696
'im_1730.jpg',0.706301024,0.461586946,0.715637475,0.007098613,0.001271674,0.00081539,1.512483916,1.401127839
'im_1731.jpg',0.6795992,0.35423741,0.668129979,0.002458812,0.000512734,0.000391806,0.519464791,0.248274172
'im_1732.jpg',1.184448778,0.814630652,0.936235872,0.009500023,0.002943629,0.002237787,2.297533191,2.137520535
'im_1733.jpg',0.884579185,0.758657519,0.949439608,0.007681383,0.003283881,0.003271936,1.957539845,1.849040746
'im_1734.jpg',0.835749051,0.648372373,0.875886533,0.005399246,0.000872041,0.001106981,1.174268372,1.000410793
'im_1735.jpg',1.120817577,0.859362331,1.014897845,0.005845039,0.000856753,0.001143745,1.239319593,1.028035526
'im_1736.jpg',0.855671168,0.854449926,0.881383185,0.004327711,0.002103854,0.000958387,0.980437754,0.747251386
'im_1737.jpg',0.800951179,0.368611731,0.641400496,0.00187252,0.000991634,0.000936174,0.589679563,0.297401488
'im_1738.jpg',0.642350739,0.382548597,0.660985176,0.008728226,0.000467268,0.000577256,1.500404499,1.432272993
'im_1739.jpg',0.781844988,0.615779772,0.672177165,0.00566973,0.000863108,0.001151407,1.139238179,1.017505039
'im_174.jpg',1.170610535,1.082977246,1.368978104,0.004666955,0.000545845,0.000477396,1.19677627,0.890688208
'im_1740.jpg',0.50884671,0.460053479,0.57848574,0.000897514,0.000400738,0.000456771,0.446661692,0.136109205
'im_1741.jpg',1.137343345,0.620161471,0.951341943,0.007075581,0.00026846,0.000312726,1.455239823,1.28310817
'im_1742.jpg',0.987668364,0.604498575,0.66999583,0.008905501,0.00129251,0.002555013,1.826149239,1.717948353
'im_1743.jpg',0.652113536,0.391609026,0.438245286,0.001161872,0.000191825,0.000227943,0.437280872,0.075471398
'im_1744.jpg',1.063807771,0.787223269,0.625872505,0.007889463,0.00176037,0.001723311,1.769613286,1.626552884
'im_1745.jpg',0.809549831,0.597733877,0.745338645,0.007619228,0.002227913,0.001480059,1.727235557,1.588629806
'im_1746.jpg',1.003648334,0.408310817,0.650680152,0.006294977,0.00049966,0.000402489,1.145158387,0.97859044
'im_1747.jpg',1.062554575,0.558264095,0.631528883,0.006499848,0.001320404,0.001631711,1.242413216,1.082770447
'im_1748.jpg',1.096322913,0.698108803,1.174946096,0.002576312,0.00044621,0.000397918,0.82721865,0.453576137
'im_1749.jpg',1.057352602,0.734832865,0.930882497,0.00439033,0.000321602,0.000293656,0.985382836,0.741573508
'im_175.jpg',1.378500735,1.024551031,1.267371826,0.006711799,0.000785332,0.000730529,1.606104878,1.307926736
'im_1750.jpg',1.17568176,0.627464068,0.719486003,0.005752942,0.00095169,0.000891316,1.247984149,1.008481657
'im_1751.jpg',0.838903058,0.444609353,0.615458242,0.004563218,0.000339832,0.000364718,0.770419855,0.604482261
'im_1752.jpg',0.932537264,0.53561433,0.424780572,0.007374865,0.00089106,0.000969882,1.530377763,1.411328844
'im_1753.jpg',0.805141892,0.637619488,0.574974175,0.004662635,0.001502463,0.002202825,1.215046815,1.03150764
'im_1754.jpg',1.001778436,0.820486129,0.621573569,0.008174855,0.002254639,0.00171316,1.997297744,1.872675982
'im_1755.jpg',0.831932284,0.284159918,0.327266906,0.006998221,0.000318252,0.000511466,1.378443454,1.271368309
'im_1756.jpg',0.976736035,0.718712166,0.97988574,0.00406524,0.0014976,0.00316892,0.917739965,0.616309556
'im_1757.jpg',0.923702209,0.573818035,0.610459029,0.002491683,0.000287855,0.000456879,0.640040994,0.257005214
'im_1758.jpg',0.747214796,0.463041808,0.504593781,0.002830122,0.000588217,0.000737408,0.572331418,0.354106298
'im_1759.jpg',0.675126109,0.452422724,0.333706946,0.002059096,0.000332495,0.001785517,0.50039235,0.20386317
'im_176.jpg',1.323527517,0.873854196,1.011553102,0.007469577,0.000517102,0.000752579,1.596704447,1.362575591
'im_1760.jpg',1.113173449,0.903478602,1.123157688,0.013034679,0.00196505,0.001716488,2.802586732,2.687439251
'im_1761.jpg',1.080374122,0.966410343,1.03493908,0.00598869,0.000797481,0.000771897,1.351200792,1.127307191
'im_1762.jpg',1.333957982,0.858205819,0.901562933,0.008300533,0.001880955,0.002148359,1.918161955,1.708392303
'im_1763.jpg',0.850559353,0.552465462,0.827551542,0.007445317,0.003383957,0.002986055,2.108905433,1.95750785
'im_1764.jpg',1.146069514,0.951969478,0.883265482,0.007617758,0.001125647,0.001093279,1.774806761,1.546816096
'im_1765.jpg',0.265102571,0.275380959,0.80672034,0.00245159,0.000772518,0.001607031,0.389600231,0.127201234
'im_1766.jpg',0.8443546,0.418092185,0.430104223,0.005013463,0.001076621,0.000783636,1.097845122,0.922926656
'im_1767.jpg',0.769847951,0.64297589,0.556991338,0.006767538,0.001901455,0.002537382,1.632365398,1.479525815
'im_1768.jpg',0.80874876,0.732885375,0.74489638,0.00638253,0.00152255,0.001872226,1.423687632,1.264153224
'im_1769.jpg',0.745264625,0.478504148,0.581441975,0.007394352,0.002251627,0.002704812,1.641558281,1.5374212
'im_177.jpg',1.315859072,1.084024253,1.386359941,0.00519973,0.001729345,0.002705082,1.585381559,1.185655565
'im_1770.jpg',1.169180496,0.838383037,1.049545315,0.009500702,0.001176307,0.00072304,1.820135389,1.664602473
'im_1771.jpg',0.867420893,0.562449808,0.860195081,0.004038922,0.001102514,0.000440067,0.926192895,0.710182333
'im_1772.jpg',1.332601511,0.864364841,0.796496222,0.008802473,0.000867875,0.000611744,1.854509323,1.636765375
'im_1773.jpg',0.81193468,0.479782187,0.688752244,0.00688645,0.000840496,0.001167902,1.410517074,1.261156611
'im_1774.jpg',0.909028042,0.483962842,0.377392838,0.00412327,0.00043033,0.000364443,0.646142809,0.356113675
'im_1775.jpg',0.684896281,0.364961325,0.307506007,0.001075121,0.000173263,0.000180943,0.478473143,0.078812125
'im_1776.jpg',0.76405959,0.467887757,0.528538519,0.006455186,0.000976514,0.002263084,1.238987349,1.140780576
'im_1777.jpg',1.255050119,1.165258012,1.351277087,0.004374842,0.001767644,0.000881655,1.558642711,1.086674387
'im_1778.jpg',1.148500398,0.510728881,0.70184359,0.005391312,0.000814948,0.001071185,1.200939423,0.942174219
'im_1779.jpg',0.797371378,0.604458503,0.924726288,0.005895038,0.000957408,0.00161909,1.01784965,0.859482456
'im_178.jpg',0.917005416,0.509520937,0.601636389,0.006145005,0.001273302,0.001093181,1.2913356,1.098734031
'im_1780.jpg',0.786001028,0.251179568,0.300415994,0.002926957,5.42E-05,0.002484243,0.606380656,0.325583209
'im_1781.jpg',0.724882688,0.34208041,0.376360272,0.002301759,0.000408726,0.000461593,0.548291486,0.252742329
'im_1782.jpg',0.932833269,0.861866657,0.883620738,0.007099429,0.000760809,0.001597911,1.533500413,1.350683704
'im_1783.jpg',0.970095457,0.656715545,0.653300377,0.005285711,0.000356986,0.00084208,1.097849095,0.902125577
'im_1784.jpg',1.167728104,0.885886352,0.807571753,0.009202917,0.001142528,0.001422868,1.984151488,1.808290234
'im_1785.jpg',0.784591918,0.587920583,0.736512678,0.002490322,0.000274037,0.000290576,0.637194477,0.367215096
'im_1786.jpg',1.064259002,0.757105275,0.737676554,0.005610705,0.000716382,0.000704821,1.218583475,0.977574889
'im_1787.jpg',0.660689787,0.301036655,0.393476356,0.003942258,0.003197155,0.000176386,0.625878988,0.49451076
'im_1788.jpg',1.031596658,0.434448937,0.606225374,0.002952459,0.000823063,0.001306889,0.759755561,0.444055485
'im_1789.jpg',0.691137151,0.346711953,0.43129098,0.00504308,9.01E-05,0.000863252,0.801597867,0.678617469
'im_179.jpg',0.883935691,0.90473847,0.963417535,0.006660497,0.002256709,0.000811602,1.730750191,1.508829376
'im_1790.jpg',1.105791718,0.889015124,0.929406669,0.009138812,0.000773254,0.000932946,1.760811899,1.592957676
'im_1791.jpg',0.839555094,0.678150107,0.744731663,0.009353232,0.001165553,0.002605156,1.776882282,1.677431901
'im_1792.jpg',0.863503846,0.720448256,0.686182159,0.007709006,0.003605378,0.003749379,2.094739411,1.963644492
